PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(187, 165)",2.0,"(0, 1)","[(187, 165), (209, 146)]",01 - B,10 - B
"(209, 146)",2.0,"(0, 7)","[(187, 165), (66, 166)]",01 - B,10 - B
"(186, 126)",2.0,"(1, 2)","[(209, 146), (186, 126)]",10 - B,01 - B
"(46, 89)",2.0,"(2, 3)","[(186, 126), (46, 89)]",01 - B,10 - B
"(57, 110)",2.0,"(3, 4)","[(46, 89), (57, 110)]",10 - B,01 - B
"(86, 132)",2.0,"(3, 7)","[(46, 89), (66, 166)]",11 - M,00 - M
"(93, 149)",2.0,"(4, 7)","[(57, 110), (66, 166)]",01 - B,10 - B
"(66, 166)",2.0,"(6, 7)","[(93, 149), (66, 166)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(187, 165), (209, 146), (186, 126)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(187, 165), (209, 146), (66, 166)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(187, 165), (93, 149), (66, 166)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(209, 146), (186, 126), (46, 89)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(186, 126), (46, 89), (57, 110)]",010 - I,101 - I
,3.0,"(3, 4, 5)","[(46, 89), (57, 110), (86, 132)]",101 - I,010 - I
,3.0,"(3, 4, 7)","[(46, 89), (57, 110), (66, 166)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(57, 110), (93, 149), (66, 166)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(86, 132), (93, 149), (66, 166)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(187, 165), (209, 146), (186, 126), (46, 89)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(187, 165), (209, 146), (186, 126), (86, 132)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(187, 165), (209, 146), (186, 126), (93, 149)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 7)","[(187, 165), (209, 146), (186, 126), (66, 166)]",0101 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(187, 165), (209, 146), (93, 149), (66, 166)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(187, 165), (86, 132), (93, 149), (66, 166)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
