PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(173, 228)",2.0,"(0, 1)","[(173, 228), (199, 177)]",01 - B,10 - B
"(199, 177)",2.0,"(0, 6)","[(173, 228), (111, 215)]",00 - M,11 - M
"(65, 27)",2.0,"(0, 7)","[(173, 228), (57, 214)]",01 - B,10 - B
"(131, 176)",2.0,"(1, 2)","[(199, 177), (65, 27)]",10 - B,01 - B
"(109, 162)",2.0,"(2, 4)","[(65, 27), (109, 162)]",00 - M,11 - M
"(82, 166)",2.0,"(2, 5)","[(65, 27), (82, 166)]",01 - B,10 - B
"(111, 215)",2.0,"(2, 7)","[(65, 27), (57, 214)]",01 - B,10 - B
"(57, 214)",2.0,"(5, 7)","[(82, 166), (57, 214)]",11 - M,00 - M
,2.0,"(6, 7)","[(111, 215), (57, 214)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(173, 228), (199, 177), (65, 27)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(173, 228), (199, 177), (131, 176)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(173, 228), (199, 177), (111, 215)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(173, 228), (111, 215), (57, 214)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(199, 177), (65, 27), (131, 176)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(199, 177), (65, 27), (109, 162)]",100 - I,011 - I
,3.0,"(2, 4, 5)","[(65, 27), (109, 162), (82, 166)]",001 - I,110 - I
,3.0,"(2, 5, 7)","[(65, 27), (82, 166), (57, 214)]",011 - I,100 - I
,3.0,"(5, 6, 7)","[(82, 166), (111, 215), (57, 214)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(173, 228), (199, 177), (65, 27), (131, 176)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(173, 228), (199, 177), (131, 176), (109, 162)]",0110 - B,1001 - B
,4.0,"(0, 1, 3, 6)","[(173, 228), (199, 177), (131, 176), (111, 215)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(173, 228), (199, 177), (111, 215), (57, 214)]",0101 - B,1010 - B
,4.0,"(0, 3, 6, 7)","[(173, 228), (131, 176), (111, 215), (57, 214)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(173, 228), (82, 166), (111, 215), (57, 214)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
