PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(72, 250)",2.0,"(0, 1)","[(72, 250), (255, 79)]",01 - B,10 - B
"(255, 79)",2.0,"(0, 3)","[(72, 250), (154, 118)]",01 - B,10 - B
"(196, 74)",2.0,"(0, 5)","[(72, 250), (57, 108)]",01 - B,10 - B
"(154, 118)",2.0,"(0, 6)","[(72, 250), (39, 94)]",00 - M,11 - M
"(153, 100)",2.0,"(0, 7)","[(72, 250), (0, 0)]",01 - B,10 - B
"(57, 108)",2.0,"(1, 2)","[(255, 79), (196, 74)]",10 - B,01 - B
"(39, 94)",2.0,"(1, 7)","[(255, 79), (0, 0)]",11 - M,00 - M
"(0, 0)",2.0,"(2, 7)","[(196, 74), (0, 0)]",01 - B,10 - B
,2.0,"(6, 7)","[(39, 94), (0, 0)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(72, 250), (255, 79), (196, 74)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(72, 250), (255, 79), (154, 118)]",011 - I,100 - I
,3.0,"(0, 3, 4)","[(72, 250), (154, 118), (153, 100)]",010 - I,101 - I
,3.0,"(0, 3, 5)","[(72, 250), (154, 118), (57, 108)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(72, 250), (57, 108), (39, 94)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(72, 250), (39, 94), (0, 0)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(255, 79), (196, 74), (154, 118)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(255, 79), (196, 74), (153, 100)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(255, 79), (196, 74), (0, 0)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(196, 74), (39, 94), (0, 0)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(57, 108), (39, 94), (0, 0)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(72, 250), (255, 79), (196, 74), (154, 118)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(72, 250), (255, 79), (154, 118), (153, 100)]",0110 - B,1001 - B
,4.0,"(0, 3, 4, 5)","[(72, 250), (154, 118), (153, 100), (57, 108)]",0101 - B,1010 - B
,4.0,"(0, 3, 5, 6)","[(72, 250), (154, 118), (57, 108), (39, 94)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(72, 250), (57, 108), (39, 94), (0, 0)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
