PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(66, 120)",2.0,"(0, 1)","[(66, 120), (117, 149)]",01 - B,10 - B
"(117, 149)",2.0,"(0, 6)","[(66, 120), (68, 113)]",01 - B,10 - B
"(202, 190)",2.0,"(0, 7)","[(66, 120), (29, 61)]",00 - M,11 - M
"(255, 209)",2.0,"(1, 2)","[(117, 149), (202, 190)]",10 - B,01 - B
"(170, 162)",2.0,"(2, 3)","[(202, 190), (255, 209)]",01 - B,10 - B
"(99, 117)",2.0,"(3, 4)","[(255, 209), (170, 162)]",10 - B,01 - B
"(68, 113)",2.0,"(3, 7)","[(255, 209), (29, 61)]",10 - B,01 - B
"(29, 61)",2.0,"(5, 7)","[(99, 117), (29, 61)]",10 - B,01 - B
,2.0,"(6, 7)","[(68, 113), (29, 61)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(66, 120), (117, 149), (202, 190)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(66, 120), (117, 149), (68, 113)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(66, 120), (68, 113), (29, 61)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(117, 149), (202, 190), (255, 209)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(202, 190), (255, 209), (170, 162)]",010 - I,101 - I
,3.0,"(3, 4, 7)","[(255, 209), (170, 162), (29, 61)]",100 - I,011 - I
,3.0,"(3, 5, 7)","[(255, 209), (99, 117), (29, 61)]",110 - I,001 - I
,3.0,"(4, 5, 7)","[(170, 162), (99, 117), (29, 61)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(99, 117), (68, 113), (29, 61)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(66, 120), (117, 149), (202, 190), (255, 209)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(66, 120), (117, 149), (202, 190), (68, 113)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(66, 120), (117, 149), (99, 117), (68, 113)]",0111 - I,1000 - I
,4.0,"(0, 1, 6, 7)","[(66, 120), (117, 149), (68, 113), (29, 61)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(66, 120), (99, 117), (68, 113), (29, 61)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
