PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(81, 223)",2.0,"(0, 1)","[(81, 223), (225, 161)]",01 - B,10 - B
"(225, 161)",2.0,"(0, 6)","[(81, 223), (62, 129)]",01 - B,10 - B
"(103, 98)",2.0,"(0, 7)","[(81, 223), (31, 33)]",01 - B,10 - B
"(94, 116)",2.0,"(1, 2)","[(225, 161), (103, 98)]",10 - B,01 - B
"(87, 122)",2.0,"(1, 7)","[(225, 161), (31, 33)]",11 - M,00 - M
"(85, 92)",2.0,"(2, 7)","[(103, 98), (31, 33)]",01 - B,10 - B
"(62, 129)",2.0,"(5, 7)","[(85, 92), (31, 33)]",01 - B,10 - B
"(31, 33)",2.0,"(6, 7)","[(62, 129), (31, 33)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(81, 223), (225, 161), (103, 98)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(81, 223), (225, 161), (94, 116)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(81, 223), (225, 161), (87, 122)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(81, 223), (225, 161), (62, 129)]",011 - I,100 - I
,3.0,"(0, 4, 6)","[(81, 223), (87, 122), (62, 129)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(81, 223), (62, 129), (31, 33)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(225, 161), (103, 98), (94, 116)]",101 - I,010 - I
,3.0,"(1, 2, 5)","[(225, 161), (103, 98), (85, 92)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(225, 161), (103, 98), (31, 33)]",101 - I,010 - I
,3.0,"(2, 5, 7)","[(103, 98), (85, 92), (31, 33)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(85, 92), (62, 129), (31, 33)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(81, 223), (225, 161), (103, 98), (94, 116)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(81, 223), (225, 161), (94, 116), (87, 122)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(81, 223), (225, 161), (87, 122), (62, 129)]",0101 - B,1010 - B
,4.0,"(0, 3, 4, 6)","[(81, 223), (94, 116), (87, 122), (62, 129)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(81, 223), (87, 122), (62, 129), (31, 33)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(81, 223), (85, 92), (62, 129), (31, 33)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
