PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(206, 160)",2.0,"(0, 1)","[(206, 160), (202, 45)]",01 - B,10 - B
"(202, 45)",2.0,"(0, 5)","[(206, 160), (108, 173)]",01 - B,10 - B
"(50, 123)",2.0,"(0, 7)","[(206, 160), (63, 211)]",01 - B,10 - B
"(66, 166)",2.0,"(1, 2)","[(202, 45), (50, 123)]",10 - B,01 - B
"(94, 168)",2.0,"(2, 3)","[(50, 123), (66, 166)]",01 - B,10 - B
"(108, 173)",2.0,"(2, 7)","[(50, 123), (63, 211)]",01 - B,10 - B
"(68, 183)",2.0,"(6, 7)","[(68, 183), (63, 211)]",01 - B,10 - B
"(63, 211)",3.0,"(0, 1, 2)","[(206, 160), (202, 45), (50, 123)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(206, 160), (202, 45), (108, 173)]",011 - I,100 - I
,3.0,"(0, 5, 7)","[(206, 160), (108, 173), (63, 211)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(206, 160), (68, 183), (63, 211)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(202, 45), (50, 123), (66, 166)]",101 - I,010 - I
,3.0,"(2, 3, 6)","[(50, 123), (66, 166), (68, 183)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(50, 123), (66, 166), (63, 211)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(50, 123), (68, 183), (63, 211)]",001 - I,110 - I
,3.0,"(3, 6, 7)","[(66, 166), (68, 183), (63, 211)]",101 - I,010 - I
,3.0,"(5, 6, 7)","[(108, 173), (68, 183), (63, 211)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(206, 160), (202, 45), (50, 123), (66, 166)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(206, 160), (202, 45), (50, 123), (94, 168)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 5)","[(206, 160), (202, 45), (50, 123), (108, 173)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(206, 160), (202, 45), (94, 168), (108, 173)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 7)","[(206, 160), (202, 45), (108, 173), (63, 211)]",0111 - I,1000 - I
,4.0,"(0, 4, 5, 7)","[(206, 160), (94, 168), (108, 173), (63, 211)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(206, 160), (108, 173), (68, 183), (63, 211)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
