PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(3, 4)",2.0,"(0, 1)","[(3, 4), (2, 45)]",01 - B,10 - B
"(2, 45)",2.0,"(0, 7)","[(3, 4), (255, 118)]",01 - B,10 - B
"(144, 252)",2.0,"(1, 2)","[(2, 45), (144, 252)]",10 - B,01 - B
"(140, 199)",2.0,"(2, 3)","[(144, 252), (140, 199)]",01 - B,10 - B
"(172, 203)",2.0,"(2, 4)","[(144, 252), (172, 203)]",00 - M,11 - M
"(167, 168)",2.0,"(2, 7)","[(144, 252), (255, 118)]",01 - B,10 - B
"(171, 110)",2.0,"(4, 7)","[(172, 203), (255, 118)]",01 - B,10 - B
"(255, 118)",2.0,"(6, 7)","[(171, 110), (255, 118)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(3, 4), (2, 45), (144, 252)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(3, 4), (2, 45), (140, 199)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(3, 4), (2, 45), (171, 110)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(3, 4), (2, 45), (255, 118)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(3, 4), (171, 110), (255, 118)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(2, 45), (144, 252), (140, 199)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(144, 252), (140, 199), (172, 203)]",010 - I,101 - I
,3.0,"(2, 4, 7)","[(144, 252), (172, 203), (255, 118)]",001 - I,110 - I
,3.0,"(4, 5, 7)","[(172, 203), (167, 168), (255, 118)]",011 - I,100 - I
,3.0,"(4, 6, 7)","[(172, 203), (171, 110), (255, 118)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(167, 168), (171, 110), (255, 118)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(3, 4), (2, 45), (144, 252), (140, 199)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 6)","[(3, 4), (2, 45), (140, 199), (171, 110)]",0110 - B,1001 - B
,4.0,"(0, 1, 5, 6)","[(3, 4), (2, 45), (167, 168), (171, 110)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(3, 4), (2, 45), (171, 110), (255, 118)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(3, 4), (167, 168), (171, 110), (255, 118)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
