PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01100011,10011100
"(1, 5)",2.0,"(0, 1)","[(1, 5), (106, 250)]",01 - B,10 - B
"(106, 250)",2.0,"(0, 2)","[(1, 5), (69, 123)]",01 - B,10 - B
"(69, 123)",2.0,"(0, 6)","[(1, 5), (105, 23)]",01 - B,10 - B
"(135, 163)",2.0,"(0, 7)","[(1, 5), (254, 11)]",01 - B,10 - B
"(89, 88)",2.0,"(1, 2)","[(106, 250), (69, 123)]",11 - M,00 - M
"(139, 100)",2.0,"(1, 3)","[(106, 250), (135, 163)]",10 - B,01 - B
"(105, 23)",2.0,"(1, 7)","[(106, 250), (254, 11)]",11 - M,00 - M
"(254, 11)",2.0,"(3, 7)","[(135, 163), (254, 11)]",01 - B,10 - B
,2.0,"(5, 7)","[(139, 100), (254, 11)]",01 - B,10 - B
,2.0,"(6, 7)","[(105, 23), (254, 11)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(1, 5), (106, 250), (69, 123)]",011 - I,100 - I
,3.0,"(0, 2, 4)","[(1, 5), (69, 123), (89, 88)]",010 - I,101 - I
,3.0,"(0, 2, 6)","[(1, 5), (69, 123), (105, 23)]",011 - I,100 - I
,3.0,"(0, 4, 6)","[(1, 5), (89, 88), (105, 23)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(1, 5), (105, 23), (254, 11)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(106, 250), (69, 123), (135, 163)]",110 - I,001 - I
,3.0,"(1, 3, 5)","[(106, 250), (135, 163), (139, 100)]",100 - I,011 - I
,3.0,"(1, 3, 7)","[(106, 250), (135, 163), (254, 11)]",101 - I,010 - I
,3.0,"(3, 5, 7)","[(135, 163), (139, 100), (254, 11)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(139, 100), (105, 23), (254, 11)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(1, 5), (106, 250), (69, 123), (135, 163)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 4)","[(1, 5), (106, 250), (69, 123), (89, 88)]",0110 - B,1001 - B
,4.0,"(0, 2, 4, 6)","[(1, 5), (69, 123), (89, 88), (105, 23)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(1, 5), (89, 88), (105, 23), (254, 11)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(1, 5), (139, 100), (105, 23), (254, 11)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
