PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,00110101,01100101,10011010,11001010
"(235, 112)",2.0,"(0, 1)","[(235, 112), (20, 61)]",00 - M,01 - B,10 - B,11 - M
"(20, 61)",2.0,"(0, 2)","[(235, 112), (199, 116)]",01 - B,01 - B,10 - B,10 - B
"(199, 116)",2.0,"(0, 6)","[(235, 112), (130, 152)]",00 - M,00 - M,11 - M,11 - M
"(55, 159)",2.0,"(0, 7)","[(235, 112), (35, 194)]",01 - B,01 - B,10 - B,10 - B
"(65, 161)",2.0,"(1, 2)","[(20, 61), (199, 116)]",01 - B,11 - M,00 - M,10 - B
"(114, 150)",2.0,"(1, 3)","[(20, 61), (55, 159)]",01 - B,10 - B,01 - B,10 - B
"(130, 152)",2.0,"(1, 7)","[(20, 61), (35, 194)]",01 - B,11 - M,00 - M,10 - B
"(35, 194)",2.0,"(3, 7)","[(55, 159), (35, 194)]",11 - M,01 - B,10 - B,00 - M
,2.0,"(4, 7)","[(65, 161), (35, 194)]",01 - B,01 - B,10 - B,10 - B
,2.0,"(6, 7)","[(130, 152), (35, 194)]",01 - B,01 - B,10 - B,10 - B
,3.0,"(0, 1, 2)","[(235, 112), (20, 61), (199, 116)]",001 - I,011 - I,100 - I,110 - I
,3.0,"(0, 2, 6)","[(235, 112), (199, 116), (130, 152)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 6, 7)","[(235, 112), (130, 152), (35, 194)]",001 - I,001 - I,110 - I,110 - I
,3.0,"(1, 2, 3)","[(20, 61), (199, 116), (55, 159)]",011 - I,110 - I,001 - I,100 - I
,3.0,"(1, 3, 4)","[(20, 61), (55, 159), (65, 161)]",010 - I,100 - I,011 - I,101 - I
,3.0,"(1, 3, 7)","[(20, 61), (55, 159), (35, 194)]",011 - I,101 - I,010 - I,100 - I
,3.0,"(3, 4, 7)","[(55, 159), (65, 161), (35, 194)]",101 - I,001 - I,110 - I,010 - I
,3.0,"(4, 6, 7)","[(65, 161), (130, 152), (35, 194)]",001 - I,001 - I,110 - I,110 - I
,3.0,"(5, 6, 7)","[(114, 150), (130, 152), (35, 194)]",101 - I,101 - I,010 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(235, 112), (20, 61), (199, 116), (55, 159)]",0011 - B,0110 - B,1001 - B,1100 - B
,4.0,"(0, 1, 2, 5)","[(235, 112), (20, 61), (199, 116), (114, 150)]",0011 - B,0111 - I,1000 - I,1100 - B
,4.0,"(0, 1, 2, 6)","[(235, 112), (20, 61), (199, 116), (130, 152)]",0010 - I,0110 - B,1001 - B,1101 - I
,4.0,"(0, 2, 5, 6)","[(235, 112), (199, 116), (114, 150), (130, 152)]",0110 - B,0110 - B,1001 - B,1001 - B
,4.0,"(0, 2, 6, 7)","[(235, 112), (199, 116), (130, 152), (35, 194)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(235, 112), (114, 150), (130, 152), (35, 194)]",0101 - B,0101 - B,1010 - B,1010 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
