PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001101,01010110,10101001,10110010
"(0, 145)",2.0,"(0, 1)","[(0, 145), (243, 252)]",01 - B,01 - B,10 - B,10 - B
"(243, 252)",2.0,"(0, 4)","[(0, 145), (57, 160)]",01 - B,00 - M,11 - M,10 - B
"(237, 235)",2.0,"(0, 5)","[(0, 145), (55, 144)]",01 - B,01 - B,10 - B,10 - B
"(154, 197)",2.0,"(0, 6)","[(0, 145), (121, 87)]",00 - M,01 - B,10 - B,11 - M
"(57, 160)",2.0,"(0, 7)","[(0, 145), (253, 3)]",01 - B,00 - M,11 - M,10 - B
"(55, 144)",2.0,"(1, 2)","[(243, 252), (237, 235)]",10 - B,10 - B,01 - B,01 - B
"(121, 87)",2.0,"(1, 7)","[(243, 252), (253, 3)]",11 - M,10 - B,01 - B,00 - M
"(253, 3)",2.0,"(2, 7)","[(237, 235), (253, 3)]",01 - B,00 - M,11 - M,10 - B
,2.0,"(6, 7)","[(121, 87), (253, 3)]",01 - B,10 - B,01 - B,10 - B
,3.0,"(0, 1, 2)","[(0, 145), (243, 252), (237, 235)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 4)","[(0, 145), (243, 252), (57, 160)]",011 - I,010 - I,101 - I,100 - I
,3.0,"(0, 4, 5)","[(0, 145), (57, 160), (55, 144)]",011 - I,001 - I,110 - I,100 - I
,3.0,"(0, 5, 6)","[(0, 145), (55, 144), (121, 87)]",010 - I,011 - I,100 - I,101 - I
,3.0,"(0, 6, 7)","[(0, 145), (121, 87), (253, 3)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(1, 2, 3)","[(243, 252), (237, 235), (154, 197)]",100 - I,101 - I,010 - I,011 - I
,3.0,"(1, 2, 7)","[(243, 252), (237, 235), (253, 3)]",101 - I,100 - I,011 - I,010 - I
,3.0,"(2, 6, 7)","[(237, 235), (121, 87), (253, 3)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(5, 6, 7)","[(55, 144), (121, 87), (253, 3)]",101 - I,110 - I,001 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(0, 145), (243, 252), (237, 235), (154, 197)]",0100 - I,0101 - B,1010 - B,1011 - I
,4.0,"(0, 1, 2, 4)","[(0, 145), (243, 252), (237, 235), (57, 160)]",0101 - B,0100 - I,1011 - I,1010 - B
,4.0,"(0, 1, 3, 4)","[(0, 145), (243, 252), (154, 197), (57, 160)]",0101 - B,0110 - B,1001 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(0, 145), (243, 252), (57, 160), (55, 144)]",0111 - I,0101 - B,1010 - B,1000 - I
,4.0,"(0, 3, 4, 5)","[(0, 145), (154, 197), (57, 160), (55, 144)]",0011 - B,0101 - B,1010 - B,1100 - B
,4.0,"(0, 4, 5, 6)","[(0, 145), (57, 160), (55, 144), (121, 87)]",0110 - B,0011 - B,1100 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(0, 145), (55, 144), (121, 87), (253, 3)]",0101 - B,0110 - B,1001 - B,1010 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
