PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001101,01011001,10100110,10110010
"(26, 183)",2.0,"(0, 1)","[(26, 183), (195, 102)]",01 - B,01 - B,10 - B,10 - B
"(195, 102)",2.0,"(0, 4)","[(26, 183), (43, 162)]",01 - B,01 - B,10 - B,10 - B
"(230, 72)",2.0,"(0, 7)","[(26, 183), (1, 101)]",01 - B,01 - B,10 - B,10 - B
"(128, 96)",2.0,"(1, 2)","[(195, 102), (230, 72)]",10 - B,10 - B,01 - B,01 - B
"(43, 162)",2.0,"(2, 3)","[(230, 72), (128, 96)]",00 - M,01 - B,10 - B,11 - M
"(73, 95)",2.0,"(2, 5)","[(230, 72), (73, 95)]",01 - B,00 - M,11 - M,10 - B
"(54, 108)",2.0,"(2, 7)","[(230, 72), (1, 101)]",01 - B,01 - B,10 - B,10 - B
"(1, 101)",2.0,"(5, 7)","[(73, 95), (1, 101)]",11 - M,01 - B,10 - B,00 - M
,2.0,"(6, 7)","[(54, 108), (1, 101)]",01 - B,01 - B,10 - B,10 - B
,3.0,"(0, 1, 2)","[(26, 183), (195, 102), (230, 72)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 4)","[(26, 183), (195, 102), (43, 162)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 4, 6)","[(26, 183), (43, 162), (54, 108)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 4, 7)","[(26, 183), (43, 162), (1, 101)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 6, 7)","[(26, 183), (54, 108), (1, 101)]",001 - I,001 - I,110 - I,110 - I
,3.0,"(1, 2, 3)","[(195, 102), (230, 72), (128, 96)]",100 - I,101 - I,010 - I,011 - I
,3.0,"(2, 3, 5)","[(230, 72), (128, 96), (73, 95)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(2, 5, 7)","[(230, 72), (73, 95), (1, 101)]",011 - I,001 - I,110 - I,100 - I
,3.0,"(5, 6, 7)","[(73, 95), (54, 108), (1, 101)]",101 - I,001 - I,110 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(26, 183), (195, 102), (230, 72), (128, 96)]",0100 - I,0101 - B,1010 - B,1011 - I
,4.0,"(0, 1, 2, 4)","[(26, 183), (195, 102), (230, 72), (43, 162)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(26, 183), (195, 102), (128, 96), (43, 162)]",0101 - B,0111 - I,1000 - I,1010 - B
,4.0,"(0, 1, 4, 6)","[(26, 183), (195, 102), (43, 162), (54, 108)]",0110 - B,0110 - B,1001 - B,1001 - B
,4.0,"(0, 4, 6, 7)","[(26, 183), (43, 162), (54, 108), (1, 101)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(26, 183), (73, 95), (54, 108), (1, 101)]",0101 - B,0001 - I,1110 - I,1010 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
