PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(145, 2)",2.0,"(0, 1)","[(145, 2), (76, 164)]",01 - B,10 - B
"(76, 164)",2.0,"(0, 4)","[(145, 2), (130, 170)]",00 - M,11 - M
"(92, 253)",2.0,"(0, 6)","[(145, 2), (165, 180)]",01 - B,10 - B
"(117, 189)",2.0,"(0, 7)","[(145, 2), (180, 194)]",01 - B,10 - B
"(130, 170)",2.0,"(1, 2)","[(76, 164), (92, 253)]",10 - B,01 - B
"(154, 201)",2.0,"(2, 3)","[(92, 253), (117, 189)]",01 - B,10 - B
"(165, 180)",2.0,"(2, 5)","[(92, 253), (154, 201)]",00 - M,11 - M
"(180, 194)",2.0,"(2, 7)","[(92, 253), (180, 194)]",01 - B,10 - B
,2.0,"(5, 7)","[(154, 201), (180, 194)]",01 - B,10 - B
,2.0,"(6, 7)","[(165, 180), (180, 194)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(145, 2), (76, 164), (92, 253)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(145, 2), (76, 164), (117, 189)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(145, 2), (76, 164), (130, 170)]",010 - I,101 - I
,3.0,"(0, 4, 6)","[(145, 2), (130, 170), (165, 180)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(145, 2), (165, 180), (180, 194)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(76, 164), (92, 253), (117, 189)]",101 - I,010 - I
,3.0,"(2, 3, 5)","[(92, 253), (117, 189), (154, 201)]",010 - I,101 - I
,3.0,"(2, 5, 7)","[(92, 253), (154, 201), (180, 194)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(154, 201), (165, 180), (180, 194)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(145, 2), (76, 164), (92, 253), (117, 189)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(145, 2), (76, 164), (117, 189), (130, 170)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(145, 2), (76, 164), (130, 170), (165, 180)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(145, 2), (130, 170), (165, 180), (180, 194)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(145, 2), (154, 201), (165, 180), (180, 194)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
