PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(25, 141)",2.0,"(0, 1)","[(25, 141), (55, 233)]",01 - B,10 - B
"(55, 233)",2.0,"(0, 5)","[(25, 141), (82, 136)]",01 - B,10 - B
"(223, 221)",2.0,"(0, 6)","[(25, 141), (90, 125)]",00 - M,11 - M
"(131, 159)",2.0,"(0, 7)","[(25, 141), (231, 22)]",01 - B,10 - B
"(137, 140)",2.0,"(1, 2)","[(55, 233), (223, 221)]",10 - B,01 - B
"(82, 136)",2.0,"(2, 3)","[(223, 221), (131, 159)]",01 - B,10 - B
"(90, 125)",2.0,"(2, 7)","[(223, 221), (231, 22)]",01 - B,10 - B
"(231, 22)",2.0,"(4, 7)","[(137, 140), (231, 22)]",01 - B,10 - B
,2.0,"(6, 7)","[(90, 125), (231, 22)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(25, 141), (55, 233), (223, 221)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(25, 141), (55, 233), (82, 136)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(25, 141), (82, 136), (90, 125)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(25, 141), (90, 125), (231, 22)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(55, 233), (223, 221), (131, 159)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(223, 221), (131, 159), (137, 140)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(223, 221), (131, 159), (231, 22)]",011 - I,100 - I
,3.0,"(2, 4, 7)","[(223, 221), (137, 140), (231, 22)]",001 - I,110 - I
,3.0,"(4, 6, 7)","[(137, 140), (90, 125), (231, 22)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(82, 136), (90, 125), (231, 22)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(25, 141), (55, 233), (223, 221), (131, 159)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(25, 141), (55, 233), (223, 221), (82, 136)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 5)","[(25, 141), (55, 233), (131, 159), (82, 136)]",0111 - I,1000 - I
,4.0,"(0, 1, 5, 6)","[(25, 141), (55, 233), (82, 136), (90, 125)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(25, 141), (82, 136), (90, 125), (231, 22)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
