PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(96, 214)",2.0,"(0, 1)","[(96, 214), (116, 219)]",01 - B,10 - B
"(116, 219)",2.0,"(0, 7)","[(96, 214), (11, 34)]",01 - B,10 - B
"(248, 169)",2.0,"(1, 2)","[(116, 219), (248, 169)]",10 - B,01 - B
"(207, 168)",2.0,"(2, 3)","[(248, 169), (207, 168)]",01 - B,10 - B
"(166, 160)",2.0,"(2, 7)","[(248, 169), (11, 34)]",01 - B,10 - B
"(117, 191)",2.0,"(6, 7)","[(72, 99), (11, 34)]",01 - B,10 - B
"(72, 99)",3.0,"(0, 1, 2)","[(96, 214), (116, 219), (248, 169)]",010 - I,101 - I
"(11, 34)",3.0,"(0, 1, 5)","[(96, 214), (116, 219), (117, 191)]",011 - I,100 - I
,3.0,"(0, 1, 7)","[(96, 214), (116, 219), (11, 34)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(96, 214), (72, 99), (11, 34)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(116, 219), (248, 169), (207, 168)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(248, 169), (207, 168), (166, 160)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(248, 169), (207, 168), (11, 34)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(248, 169), (72, 99), (11, 34)]",001 - I,110 - I
,3.0,"(4, 6, 7)","[(166, 160), (72, 99), (11, 34)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(117, 191), (72, 99), (11, 34)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(96, 214), (116, 219), (248, 169), (207, 168)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(96, 214), (116, 219), (248, 169), (117, 191)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 5)","[(96, 214), (116, 219), (207, 168), (117, 191)]",0111 - I,1000 - I
,4.0,"(0, 1, 4, 5)","[(96, 214), (116, 219), (166, 160), (117, 191)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(96, 214), (116, 219), (117, 191), (72, 99)]",0110 - B,1001 - B
,4.0,"(0, 1, 5, 7)","[(96, 214), (116, 219), (117, 191), (11, 34)]",0111 - I,1000 - I
,4.0,"(0, 1, 6, 7)","[(96, 214), (116, 219), (72, 99), (11, 34)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(96, 214), (117, 191), (72, 99), (11, 34)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
