PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(56, 49)",2.0,"(0, 1)","[(56, 49), (22, 160)]",01 - B,10 - B
"(22, 160)",2.0,"(0, 6)","[(56, 49), (125, 117)]",00 - M,11 - M
"(156, 206)",2.0,"(0, 7)","[(56, 49), (233, 97)]",01 - B,10 - B
"(137, 164)",2.0,"(1, 2)","[(22, 160), (156, 206)]",10 - B,01 - B
"(145, 155)",2.0,"(2, 3)","[(156, 206), (137, 164)]",01 - B,10 - B
"(136, 133)",2.0,"(2, 7)","[(156, 206), (233, 97)]",01 - B,10 - B
"(125, 117)",2.0,"(4, 7)","[(145, 155), (233, 97)]",01 - B,10 - B
"(233, 97)",2.0,"(5, 7)","[(136, 133), (233, 97)]",11 - M,00 - M
,2.0,"(6, 7)","[(125, 117), (233, 97)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(56, 49), (22, 160), (156, 206)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(56, 49), (22, 160), (137, 164)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(56, 49), (22, 160), (125, 117)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(56, 49), (125, 117), (233, 97)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(22, 160), (156, 206), (137, 164)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(156, 206), (137, 164), (145, 155)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(156, 206), (137, 164), (233, 97)]",011 - I,100 - I
,3.0,"(2, 4, 7)","[(156, 206), (145, 155), (233, 97)]",001 - I,110 - I
,3.0,"(4, 5, 7)","[(145, 155), (136, 133), (233, 97)]",011 - I,100 - I
,3.0,"(5, 6, 7)","[(136, 133), (125, 117), (233, 97)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(56, 49), (22, 160), (156, 206), (137, 164)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 6)","[(56, 49), (22, 160), (137, 164), (125, 117)]",0110 - B,1001 - B
,4.0,"(0, 1, 5, 6)","[(56, 49), (22, 160), (136, 133), (125, 117)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(56, 49), (22, 160), (125, 117), (233, 97)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(56, 49), (136, 133), (125, 117), (233, 97)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
