PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(106, 227)",2.0,"(0, 1)","[(106, 227), (199, 155)]",01 - B,10 - B
"(199, 155)",2.0,"(0, 5)","[(106, 227), (125, 182)]",01 - B,10 - B
"(185, 151)",2.0,"(0, 6)","[(106, 227), (114, 169)]",01 - B,10 - B
"(162, 153)",2.0,"(0, 7)","[(106, 227), (65, 28)]",00 - M,11 - M
"(139, 167)",2.0,"(1, 2)","[(199, 155), (185, 151)]",10 - B,01 - B
"(125, 182)",2.0,"(1, 7)","[(199, 155), (65, 28)]",10 - B,01 - B
"(114, 169)",2.0,"(2, 7)","[(185, 151), (65, 28)]",00 - M,11 - M
"(65, 28)",2.0,"(3, 7)","[(162, 153), (65, 28)]",10 - B,01 - B
,2.0,"(6, 7)","[(114, 169), (65, 28)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(106, 227), (199, 155), (185, 151)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(106, 227), (199, 155), (125, 182)]",011 - I,100 - I
,3.0,"(0, 4, 5)","[(106, 227), (139, 167), (125, 182)]",001 - I,110 - I
,3.0,"(0, 5, 6)","[(106, 227), (125, 182), (114, 169)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(106, 227), (114, 169), (65, 28)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(199, 155), (185, 151), (162, 153)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(199, 155), (185, 151), (65, 28)]",100 - I,011 - I
,3.0,"(2, 3, 7)","[(185, 151), (162, 153), (65, 28)]",010 - I,101 - I
,3.0,"(3, 6, 7)","[(162, 153), (114, 169), (65, 28)]",110 - I,001 - I
,3.0,"(4, 6, 7)","[(139, 167), (114, 169), (65, 28)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(125, 182), (114, 169), (65, 28)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(106, 227), (199, 155), (185, 151), (162, 153)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(106, 227), (199, 155), (185, 151), (125, 182)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(106, 227), (199, 155), (139, 167), (125, 182)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(106, 227), (139, 167), (125, 182), (114, 169)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(106, 227), (125, 182), (114, 169), (65, 28)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
