PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(30, 172)",2.0,"(0, 1)","[(30, 172), (243, 195)]",01 - B,10 - B
"(243, 195)",2.0,"(0, 6)","[(30, 172), (98, 119)]",01 - B,10 - B
"(205, 150)",2.0,"(0, 7)","[(30, 172), (106, 83)]",01 - B,10 - B
"(180, 127)",2.0,"(1, 2)","[(243, 195), (205, 150)]",10 - B,01 - B
"(185, 120)",2.0,"(1, 4)","[(243, 195), (185, 120)]",10 - B,01 - B
"(139, 117)",2.0,"(2, 4)","[(205, 150), (185, 120)]",00 - M,11 - M
"(98, 119)",2.0,"(3, 4)","[(180, 127), (185, 120)]",10 - B,01 - B
"(106, 83)",2.0,"(4, 7)","[(185, 120), (106, 83)]",01 - B,10 - B
,2.0,"(5, 7)","[(139, 117), (106, 83)]",01 - B,10 - B
,2.0,"(6, 7)","[(98, 119), (106, 83)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(30, 172), (243, 195), (205, 150)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(30, 172), (243, 195), (98, 119)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(30, 172), (139, 117), (98, 119)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(30, 172), (98, 119), (106, 83)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(243, 195), (205, 150), (180, 127)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(243, 195), (205, 150), (185, 120)]",100 - I,011 - I
,3.0,"(2, 3, 4)","[(205, 150), (180, 127), (185, 120)]",010 - I,101 - I
,3.0,"(3, 4, 7)","[(180, 127), (185, 120), (106, 83)]",101 - I,010 - I
,3.0,"(4, 5, 7)","[(185, 120), (139, 117), (106, 83)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(139, 117), (98, 119), (106, 83)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(30, 172), (243, 195), (205, 150), (180, 127)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(30, 172), (243, 195), (205, 150), (98, 119)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(30, 172), (243, 195), (139, 117), (98, 119)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(30, 172), (139, 117), (98, 119), (106, 83)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
