PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(218, 48)",2.0,"(0, 1)","[(218, 48), (157, 54)]",01 - B,10 - B
"(157, 54)",2.0,"(0, 7)","[(218, 48), (243, 53)]",01 - B,10 - B
"(88, 66)",2.0,"(1, 2)","[(157, 54), (88, 66)]",10 - B,01 - B
"(76, 72)",2.0,"(2, 3)","[(88, 66), (76, 72)]",01 - B,10 - B
"(61, 90)",2.0,"(3, 4)","[(76, 72), (61, 90)]",10 - B,01 - B
"(13, 177)",2.0,"(4, 5)","[(61, 90), (13, 177)]",01 - B,10 - B
"(55, 210)",2.0,"(5, 6)","[(13, 177), (55, 210)]",10 - B,01 - B
"(243, 53)",2.0,"(6, 7)","[(55, 210), (243, 53)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(218, 48), (157, 54), (88, 66)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(218, 48), (157, 54), (243, 53)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(218, 48), (55, 210), (243, 53)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(157, 54), (88, 66), (76, 72)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(88, 66), (76, 72), (61, 90)]",010 - I,101 - I
,3.0,"(3, 4, 5)","[(76, 72), (61, 90), (13, 177)]",101 - I,010 - I
,3.0,"(4, 5, 6)","[(61, 90), (13, 177), (55, 210)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(13, 177), (55, 210), (243, 53)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(218, 48), (157, 54), (88, 66), (76, 72)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 7)","[(218, 48), (157, 54), (88, 66), (243, 53)]",0101 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(218, 48), (157, 54), (55, 210), (243, 53)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(218, 48), (13, 177), (55, 210), (243, 53)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
