PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(197, 190)",2.0,"(0, 1)","[(197, 190), (228, 107)]",01 - B,10 - B
"(228, 107)",2.0,"(0, 5)","[(197, 190), (191, 178)]",01 - B,10 - B
"(194, 102)",2.0,"(0, 7)","[(197, 190), (27, 65)]",01 - B,10 - B
"(183, 108)",2.0,"(1, 2)","[(228, 107), (194, 102)]",10 - B,01 - B
"(184, 143)",2.0,"(1, 7)","[(228, 107), (27, 65)]",11 - M,00 - M
"(191, 178)",2.0,"(2, 7)","[(194, 102), (27, 65)]",01 - B,10 - B
"(115, 98)",2.0,"(6, 7)","[(115, 98), (27, 65)]",01 - B,10 - B
"(27, 65)",3.0,"(0, 1, 2)","[(197, 190), (228, 107), (194, 102)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(197, 190), (228, 107), (191, 178)]",011 - I,100 - I
,3.0,"(0, 4, 5)","[(197, 190), (184, 143), (191, 178)]",001 - I,110 - I
,3.0,"(0, 5, 7)","[(197, 190), (191, 178), (27, 65)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(197, 190), (115, 98), (27, 65)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(228, 107), (194, 102), (183, 108)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(228, 107), (194, 102), (27, 65)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(194, 102), (115, 98), (27, 65)]",001 - I,110 - I
,3.0,"(3, 6, 7)","[(183, 108), (115, 98), (27, 65)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(184, 143), (115, 98), (27, 65)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(191, 178), (115, 98), (27, 65)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(197, 190), (228, 107), (194, 102), (183, 108)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(197, 190), (228, 107), (194, 102), (191, 178)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(197, 190), (228, 107), (184, 143), (191, 178)]",0101 - B,1010 - B
,4.0,"(0, 3, 4, 5)","[(197, 190), (183, 108), (184, 143), (191, 178)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(197, 190), (184, 143), (191, 178), (115, 98)]",0010 - I,1101 - I
,4.0,"(0, 4, 5, 7)","[(197, 190), (184, 143), (191, 178), (27, 65)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(197, 190), (191, 178), (115, 98), (27, 65)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
