PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01011001,10100110
"(249, 142)",2.0,"(0, 1)","[(249, 142), (218, 76)]",01 - B,10 - B
"(218, 76)",2.0,"(0, 7)","[(249, 142), (242, 180)]",01 - B,10 - B
"(7, 168)",2.0,"(1, 2)","[(218, 76), (7, 168)]",10 - B,01 - B
"(112, 167)",2.0,"(2, 3)","[(7, 168), (112, 167)]",01 - B,10 - B
"(175, 158)",2.0,"(2, 5)","[(7, 168), (130, 172)]",00 - M,11 - M
"(130, 172)",2.0,"(2, 7)","[(7, 168), (242, 180)]",01 - B,10 - B
"(226, 160)",2.0,"(5, 7)","[(130, 172), (242, 180)]",01 - B,10 - B
"(242, 180)",2.0,"(6, 7)","[(226, 160), (242, 180)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(249, 142), (218, 76), (7, 168)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(249, 142), (218, 76), (175, 158)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(249, 142), (218, 76), (226, 160)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(249, 142), (218, 76), (242, 180)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(249, 142), (226, 160), (242, 180)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(218, 76), (7, 168), (112, 167)]",101 - I,010 - I
,3.0,"(2, 3, 5)","[(7, 168), (112, 167), (130, 172)]",010 - I,101 - I
,3.0,"(2, 5, 7)","[(7, 168), (130, 172), (242, 180)]",001 - I,110 - I
,3.0,"(3, 5, 7)","[(112, 167), (130, 172), (242, 180)]",101 - I,010 - I
,3.0,"(5, 6, 7)","[(130, 172), (226, 160), (242, 180)]",001 - I,110 - I
,4.0,"(0, 1, 2, 3)","[(249, 142), (218, 76), (7, 168), (112, 167)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(249, 142), (218, 76), (7, 168), (175, 158)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(249, 142), (218, 76), (175, 158), (226, 160)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(249, 142), (218, 76), (226, 160), (242, 180)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(249, 142), (175, 158), (226, 160), (242, 180)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(249, 142), (130, 172), (226, 160), (242, 180)]",0001 - I,1110 - I
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
