PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,01010110,10101001,10101100
"(1, 7)",2.0,"(0, 1)","[(1, 7), (163, 237)]",01 - B,01 - B,10 - B,10 - B
"(163, 237)",2.0,"(0, 3)","[(1, 7), (153, 183)]",01 - B,01 - B,10 - B,10 - B
"(171, 215)",2.0,"(0, 6)","[(1, 7), (145, 99)]",01 - B,01 - B,10 - B,10 - B
"(153, 183)",2.0,"(0, 7)","[(1, 7), (223, 135)]",01 - B,00 - M,11 - M,10 - B
"(157, 171)",2.0,"(1, 2)","[(163, 237), (171, 215)]",10 - B,10 - B,01 - B,01 - B
"(181, 161)",2.0,"(1, 7)","[(163, 237), (223, 135)]",11 - M,10 - B,01 - B,00 - M
"(145, 99)",2.0,"(2, 7)","[(171, 215), (223, 135)]",01 - B,00 - M,11 - M,10 - B
"(223, 135)",2.0,"(5, 7)","[(181, 161), (223, 135)]",01 - B,10 - B,01 - B,10 - B
,2.0,"(6, 7)","[(145, 99), (223, 135)]",11 - M,10 - B,01 - B,00 - M
,3.0,"(0, 1, 2)","[(1, 7), (163, 237), (171, 215)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 3)","[(1, 7), (163, 237), (153, 183)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 3, 6)","[(1, 7), (153, 183), (145, 99)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 4, 6)","[(1, 7), (157, 171), (145, 99)]",001 - I,001 - I,110 - I,110 - I
,3.0,"(0, 6, 7)","[(1, 7), (145, 99), (223, 135)]",011 - I,010 - I,101 - I,100 - I
,3.0,"(1, 2, 3)","[(163, 237), (171, 215), (153, 183)]",101 - I,101 - I,010 - I,010 - I
,3.0,"(1, 2, 7)","[(163, 237), (171, 215), (223, 135)]",101 - I,100 - I,011 - I,010 - I
,3.0,"(2, 5, 7)","[(171, 215), (181, 161), (223, 135)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(5, 6, 7)","[(181, 161), (145, 99), (223, 135)]",011 - I,110 - I,001 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(1, 7), (163, 237), (171, 215), (153, 183)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(1, 7), (163, 237), (153, 183), (157, 171)]",0110 - B,0110 - B,1001 - B,1001 - B
,4.0,"(0, 1, 3, 6)","[(1, 7), (163, 237), (153, 183), (145, 99)]",0111 - I,0111 - I,1000 - I,1000 - I
,4.0,"(0, 3, 4, 6)","[(1, 7), (153, 183), (157, 171), (145, 99)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(1, 7), (157, 171), (181, 161), (145, 99)]",0001 - I,0011 - B,1100 - B,1110 - I
,4.0,"(0, 4, 6, 7)","[(1, 7), (157, 171), (145, 99), (223, 135)]",0011 - B,0010 - I,1101 - I,1100 - B
,4.0,"(0, 5, 6, 7)","[(1, 7), (181, 161), (145, 99), (223, 135)]",0011 - B,0110 - B,1001 - B,1100 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
