PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(195, 194)",2.0,"(0, 1)","[(195, 194), (223, 54)]",01 - B,10 - B
"(223, 54)",2.0,"(0, 6)","[(195, 194), (71, 207)]",00 - M,11 - M
"(44, 34)",2.0,"(0, 7)","[(195, 194), (33, 221)]",01 - B,10 - B
"(59, 66)",2.0,"(1, 2)","[(223, 54), (44, 34)]",10 - B,01 - B
"(48, 171)",2.0,"(2, 3)","[(44, 34), (59, 66)]",01 - B,10 - B
"(58, 181)",2.0,"(2, 7)","[(44, 34), (33, 221)]",01 - B,10 - B
"(71, 207)",2.0,"(4, 7)","[(48, 171), (33, 221)]",01 - B,10 - B
"(33, 221)",2.0,"(6, 7)","[(71, 207), (33, 221)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(195, 194), (223, 54), (44, 34)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(195, 194), (223, 54), (59, 66)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(195, 194), (223, 54), (71, 207)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(195, 194), (71, 207), (33, 221)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(223, 54), (44, 34), (59, 66)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(44, 34), (59, 66), (48, 171)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(44, 34), (59, 66), (33, 221)]",011 - I,100 - I
,3.0,"(2, 4, 7)","[(44, 34), (48, 171), (33, 221)]",001 - I,110 - I
,3.0,"(4, 5, 7)","[(48, 171), (58, 181), (33, 221)]",011 - I,100 - I
,3.0,"(4, 6, 7)","[(48, 171), (71, 207), (33, 221)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(58, 181), (71, 207), (33, 221)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(195, 194), (223, 54), (44, 34), (59, 66)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 6)","[(195, 194), (223, 54), (59, 66), (71, 207)]",0110 - B,1001 - B
,4.0,"(0, 1, 5, 6)","[(195, 194), (223, 54), (58, 181), (71, 207)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(195, 194), (223, 54), (71, 207), (33, 221)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(195, 194), (58, 181), (71, 207), (33, 221)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
