PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(60, 225)",2.0,"(0, 1)","[(60, 225), (76, 231)]",01 - B,10 - B
"(76, 231)",2.0,"(0, 7)","[(60, 225), (16, 25)]",01 - B,10 - B
"(207, 183)",2.0,"(1, 2)","[(76, 231), (207, 183)]",10 - B,01 - B
"(176, 177)",2.0,"(2, 3)","[(207, 183), (176, 177)]",01 - B,10 - B
"(143, 165)",2.0,"(2, 7)","[(207, 183), (16, 25)]",01 - B,10 - B
"(91, 197)",2.0,"(4, 7)","[(143, 165), (16, 25)]",01 - B,10 - B
"(71, 182)",2.0,"(6, 7)","[(71, 182), (16, 25)]",01 - B,10 - B
"(16, 25)",3.0,"(0, 1, 2)","[(60, 225), (76, 231), (207, 183)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(60, 225), (76, 231), (91, 197)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(60, 225), (76, 231), (71, 182)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(60, 225), (76, 231), (16, 25)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(60, 225), (71, 182), (16, 25)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(76, 231), (207, 183), (176, 177)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(207, 183), (176, 177), (143, 165)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(207, 183), (176, 177), (16, 25)]",011 - I,100 - I
,3.0,"(2, 4, 7)","[(207, 183), (143, 165), (16, 25)]",001 - I,110 - I
,3.0,"(3, 4, 7)","[(176, 177), (143, 165), (16, 25)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(143, 165), (71, 182), (16, 25)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(91, 197), (71, 182), (16, 25)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(60, 225), (76, 231), (207, 183), (176, 177)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(60, 225), (76, 231), (207, 183), (91, 197)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(60, 225), (76, 231), (91, 197), (71, 182)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(60, 225), (76, 231), (71, 182), (16, 25)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(60, 225), (91, 197), (71, 182), (16, 25)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
