PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01011001,10100110
"(103, 65)",2.0,"(0, 1)","[(103, 65), (75, 186)]",01 - B,10 - B
"(75, 186)",2.0,"(0, 3)","[(103, 65), (98, 141)]",01 - B,10 - B
"(88, 180)",2.0,"(0, 7)","[(103, 65), (174, 57)]",01 - B,10 - B
"(98, 141)",2.0,"(1, 2)","[(75, 186), (88, 180)]",10 - B,01 - B
"(105, 165)",2.0,"(1, 5)","[(75, 186), (109, 198)]",10 - B,01 - B
"(109, 198)",2.0,"(2, 5)","[(88, 180), (109, 198)]",00 - M,11 - M
"(121, 121)",2.0,"(4, 5)","[(105, 165), (109, 198)]",10 - B,01 - B
"(174, 57)",2.0,"(5, 7)","[(109, 198), (174, 57)]",01 - B,10 - B
,2.0,"(6, 7)","[(121, 121), (174, 57)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(103, 65), (75, 186), (88, 180)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(103, 65), (75, 186), (98, 141)]",011 - I,100 - I
,3.0,"(0, 3, 6)","[(103, 65), (98, 141), (121, 121)]",010 - I,101 - I
,3.0,"(0, 3, 7)","[(103, 65), (98, 141), (174, 57)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(103, 65), (121, 121), (174, 57)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(75, 186), (88, 180), (98, 141)]",101 - I,010 - I
,3.0,"(1, 2, 5)","[(75, 186), (88, 180), (109, 198)]",100 - I,011 - I
,3.0,"(2, 4, 5)","[(88, 180), (105, 165), (109, 198)]",010 - I,101 - I
,3.0,"(4, 5, 7)","[(105, 165), (109, 198), (174, 57)]",101 - I,010 - I
,3.0,"(5, 6, 7)","[(109, 198), (121, 121), (174, 57)]",001 - I,110 - I
,4.0,"(0, 1, 2, 3)","[(103, 65), (75, 186), (88, 180), (98, 141)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 6)","[(103, 65), (75, 186), (98, 141), (121, 121)]",0110 - B,1001 - B
,4.0,"(0, 3, 6, 7)","[(103, 65), (98, 141), (121, 121), (174, 57)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(103, 65), (105, 165), (121, 121), (174, 57)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(103, 65), (109, 198), (121, 121), (174, 57)]",0001 - I,1110 - I
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
