PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001101,10110010
"(246, 107)",2.0,"(0, 1)","[(246, 107), (9, 33)]",01 - B,10 - B
"(9, 33)",2.0,"(0, 4)","[(246, 107), (183, 125)]",01 - B,10 - B
"(66, 113)",2.0,"(0, 7)","[(246, 107), (101, 222)]",01 - B,10 - B
"(146, 130)",2.0,"(1, 2)","[(9, 33), (66, 113)]",10 - B,01 - B
"(183, 125)",2.0,"(1, 7)","[(9, 33), (101, 222)]",11 - M,00 - M
"(131, 146)",2.0,"(2, 7)","[(66, 113), (101, 222)]",01 - B,10 - B
"(118, 169)",2.0,"(6, 7)","[(118, 169), (101, 222)]",01 - B,10 - B
"(101, 222)",3.0,"(0, 1, 2)","[(246, 107), (9, 33), (66, 113)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(246, 107), (9, 33), (183, 125)]",011 - I,100 - I
,3.0,"(0, 3, 4)","[(246, 107), (146, 130), (183, 125)]",001 - I,110 - I
,3.0,"(0, 4, 7)","[(246, 107), (183, 125), (101, 222)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(246, 107), (118, 169), (101, 222)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(9, 33), (66, 113), (146, 130)]",100 - I,011 - I
,3.0,"(1, 2, 5)","[(9, 33), (66, 113), (131, 146)]",101 - I,010 - I
,3.0,"(1, 2, 6)","[(9, 33), (66, 113), (118, 169)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(9, 33), (66, 113), (101, 222)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(66, 113), (118, 169), (101, 222)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(131, 146), (118, 169), (101, 222)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(246, 107), (9, 33), (66, 113), (146, 130)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 4)","[(246, 107), (9, 33), (66, 113), (183, 125)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(246, 107), (9, 33), (146, 130), (183, 125)]",0101 - B,1010 - B
,4.0,"(0, 3, 4, 5)","[(246, 107), (146, 130), (183, 125), (131, 146)]",0011 - B,1100 - B
,4.0,"(0, 3, 4, 7)","[(246, 107), (146, 130), (183, 125), (101, 222)]",0011 - B,1100 - B
,4.0,"(0, 4, 6, 7)","[(246, 107), (183, 125), (118, 169), (101, 222)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(246, 107), (131, 146), (118, 169), (101, 222)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
