PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01011001,10100110
"(136, 250)",2.0,"(0, 1)","[(136, 250), (224, 141)]",01 - B,10 - B
"(224, 141)",2.0,"(0, 4)","[(136, 250), (144, 177)]",01 - B,10 - B
"(164, 125)",2.0,"(0, 7)","[(136, 250), (32, 61)]",01 - B,10 - B
"(149, 158)",2.0,"(1, 2)","[(224, 141), (164, 125)]",10 - B,01 - B
"(144, 177)",2.0,"(1, 7)","[(224, 141), (32, 61)]",11 - M,00 - M
"(143, 164)",2.0,"(2, 7)","[(164, 125), (32, 61)]",01 - B,10 - B
"(108, 117)",2.0,"(6, 7)","[(108, 117), (32, 61)]",01 - B,10 - B
"(32, 61)",3.0,"(0, 1, 2)","[(136, 250), (224, 141), (164, 125)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(136, 250), (224, 141), (144, 177)]",011 - I,100 - I
,3.0,"(0, 4, 5)","[(136, 250), (144, 177), (143, 164)]",010 - I,101 - I
,3.0,"(0, 4, 7)","[(136, 250), (144, 177), (32, 61)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(136, 250), (108, 117), (32, 61)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(224, 141), (164, 125), (149, 158)]",101 - I,010 - I
,3.0,"(1, 2, 6)","[(224, 141), (164, 125), (108, 117)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(224, 141), (164, 125), (32, 61)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(164, 125), (108, 117), (32, 61)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(143, 164), (108, 117), (32, 61)]",001 - I,110 - I
,4.0,"(0, 1, 2, 3)","[(136, 250), (224, 141), (164, 125), (149, 158)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(136, 250), (224, 141), (164, 125), (144, 177)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(136, 250), (224, 141), (149, 158), (144, 177)]",0111 - I,1000 - I
,4.0,"(0, 1, 4, 5)","[(136, 250), (224, 141), (144, 177), (143, 164)]",0110 - B,1001 - B
,4.0,"(0, 3, 4, 5)","[(136, 250), (149, 158), (144, 177), (143, 164)]",0110 - B,1001 - B
,4.0,"(0, 4, 5, 7)","[(136, 250), (144, 177), (143, 164), (32, 61)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(136, 250), (144, 177), (108, 117), (32, 61)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(136, 250), (143, 164), (108, 117), (32, 61)]",0001 - I,1110 - I
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
