PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(21, 7)",2.0,"(0, 1)","[(21, 7), (105, 249)]",01 - B,10 - B
"(105, 249)",2.0,"(0, 4)","[(21, 7), (118, 124)]",00 - M,11 - M
"(125, 185)",2.0,"(0, 6)","[(21, 7), (133, 31)]",01 - B,10 - B
"(119, 157)",2.0,"(0, 7)","[(21, 7), (234, 34)]",00 - M,11 - M
"(118, 124)",2.0,"(1, 2)","[(105, 249), (125, 185)]",10 - B,01 - B
"(134, 90)",2.0,"(1, 7)","[(105, 249), (234, 34)]",10 - B,01 - B
"(133, 31)",2.0,"(2, 7)","[(125, 185), (234, 34)]",00 - M,11 - M
"(234, 34)",2.0,"(5, 7)","[(134, 90), (234, 34)]",10 - B,01 - B
,2.0,"(6, 7)","[(133, 31), (234, 34)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(21, 7), (105, 249), (125, 185)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(21, 7), (105, 249), (119, 157)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(21, 7), (105, 249), (118, 124)]",010 - I,101 - I
,3.0,"(0, 4, 6)","[(21, 7), (118, 124), (133, 31)]",001 - I,110 - I
,3.0,"(0, 5, 6)","[(21, 7), (134, 90), (133, 31)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(21, 7), (133, 31), (234, 34)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(105, 249), (125, 185), (119, 157)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(105, 249), (125, 185), (234, 34)]",100 - I,011 - I
,3.0,"(2, 5, 7)","[(125, 185), (134, 90), (234, 34)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(134, 90), (133, 31), (234, 34)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(21, 7), (105, 249), (125, 185), (119, 157)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(21, 7), (105, 249), (119, 157), (118, 124)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(21, 7), (105, 249), (118, 124), (133, 31)]",0101 - B,1010 - B
,4.0,"(0, 3, 4, 6)","[(21, 7), (119, 157), (118, 124), (133, 31)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(21, 7), (118, 124), (134, 90), (133, 31)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(21, 7), (134, 90), (133, 31), (234, 34)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
