PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(130, 254)",2.0,"(0, 1)","[(130, 254), (208, 130)]",01 - B,10 - B
"(208, 130)",2.0,"(0, 3)","[(130, 254), (150, 153)]",01 - B,10 - B
"(156, 148)",2.0,"(0, 6)","[(130, 254), (77, 103)]",01 - B,10 - B
"(150, 153)",2.0,"(0, 7)","[(130, 254), (48, 76)]",00 - M,11 - M
"(115, 105)",2.0,"(1, 2)","[(208, 130), (156, 148)]",10 - B,01 - B
"(113, 115)",2.0,"(1, 4)","[(208, 130), (115, 105)]",10 - B,01 - B
"(77, 103)",2.0,"(1, 7)","[(208, 130), (48, 76)]",10 - B,01 - B
"(48, 76)",2.0,"(4, 7)","[(115, 105), (48, 76)]",00 - M,11 - M
,2.0,"(6, 7)","[(77, 103), (48, 76)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(130, 254), (208, 130), (156, 148)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(130, 254), (208, 130), (150, 153)]",011 - I,100 - I
,3.0,"(0, 2, 3)","[(130, 254), (156, 148), (150, 153)]",001 - I,110 - I
,3.0,"(0, 3, 6)","[(130, 254), (150, 153), (77, 103)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(130, 254), (77, 103), (48, 76)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(208, 130), (156, 148), (150, 153)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(208, 130), (156, 148), (115, 105)]",100 - I,011 - I
,3.0,"(1, 4, 5)","[(208, 130), (115, 105), (113, 115)]",101 - I,010 - I
,3.0,"(1, 4, 7)","[(208, 130), (115, 105), (48, 76)]",100 - I,011 - I
,3.0,"(4, 6, 7)","[(115, 105), (77, 103), (48, 76)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(113, 115), (77, 103), (48, 76)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(130, 254), (208, 130), (156, 148), (150, 153)]",0101 - B,1010 - B
,4.0,"(0, 2, 3, 5)","[(130, 254), (156, 148), (150, 153), (113, 115)]",0011 - B,1100 - B
,4.0,"(0, 2, 3, 6)","[(130, 254), (156, 148), (150, 153), (77, 103)]",0011 - B,1100 - B
,4.0,"(0, 3, 6, 7)","[(130, 254), (150, 153), (77, 103), (48, 76)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(130, 254), (113, 115), (77, 103), (48, 76)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
