PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(3, 15)",2.0,"(0, 1)","[(3, 15), (145, 226)]",01 - B,10 - B
"(145, 226)",2.0,"(0, 5)","[(3, 15), (69, 66)]",01 - B,10 - B
"(173, 219)",2.0,"(0, 7)","[(3, 15), (252, 88)]",01 - B,10 - B
"(213, 242)",2.0,"(1, 2)","[(145, 226), (173, 219)]",10 - B,01 - B
"(182, 189)",2.0,"(1, 3)","[(145, 226), (213, 242)]",11 - M,00 - M
"(69, 66)",2.0,"(2, 3)","[(173, 219), (213, 242)]",01 - B,10 - B
"(230, 151)",2.0,"(3, 6)","[(213, 242), (230, 151)]",10 - B,01 - B
"(252, 88)",2.0,"(3, 7)","[(213, 242), (252, 88)]",11 - M,00 - M
,2.0,"(6, 7)","[(230, 151), (252, 88)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(3, 15), (145, 226), (173, 219)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(3, 15), (145, 226), (69, 66)]",011 - I,100 - I
,3.0,"(0, 5, 7)","[(3, 15), (69, 66), (252, 88)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(3, 15), (230, 151), (252, 88)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(145, 226), (173, 219), (213, 242)]",101 - I,010 - I
,3.0,"(2, 3, 6)","[(173, 219), (213, 242), (230, 151)]",010 - I,101 - I
,3.0,"(3, 6, 7)","[(213, 242), (230, 151), (252, 88)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(182, 189), (230, 151), (252, 88)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(69, 66), (230, 151), (252, 88)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(3, 15), (145, 226), (173, 219), (213, 242)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(3, 15), (145, 226), (173, 219), (69, 66)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(3, 15), (145, 226), (182, 189), (69, 66)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 7)","[(3, 15), (145, 226), (69, 66), (252, 88)]",0111 - I,1000 - I
,4.0,"(0, 4, 5, 7)","[(3, 15), (182, 189), (69, 66), (252, 88)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(3, 15), (69, 66), (230, 151), (252, 88)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
