PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(254, 38)",2.0,"(0, 1)","[(254, 38), (250, 26)]",01 - B,10 - B
"(250, 26)",2.0,"(0, 7)","[(254, 38), (157, 230)]",01 - B,10 - B
"(0, 134)",2.0,"(1, 2)","[(250, 26), (0, 134)]",10 - B,01 - B
"(25, 137)",2.0,"(2, 3)","[(0, 134), (25, 137)]",01 - B,10 - B
"(84, 174)",2.0,"(2, 7)","[(0, 134), (157, 230)]",01 - B,10 - B
"(216, 77)",2.0,"(4, 7)","[(84, 174), (157, 230)]",01 - B,10 - B
"(158, 194)",2.0,"(6, 7)","[(158, 194), (157, 230)]",01 - B,10 - B
"(157, 230)",3.0,"(0, 1, 2)","[(254, 38), (250, 26), (0, 134)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(254, 38), (250, 26), (216, 77)]",011 - I,100 - I
,3.0,"(0, 1, 7)","[(254, 38), (250, 26), (157, 230)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(254, 38), (158, 194), (157, 230)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(250, 26), (0, 134), (25, 137)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(0, 134), (25, 137), (84, 174)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(0, 134), (25, 137), (157, 230)]",011 - I,100 - I
,3.0,"(2, 4, 7)","[(0, 134), (84, 174), (157, 230)]",001 - I,110 - I
,3.0,"(4, 6, 7)","[(84, 174), (158, 194), (157, 230)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(216, 77), (158, 194), (157, 230)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(254, 38), (250, 26), (0, 134), (25, 137)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(254, 38), (250, 26), (0, 134), (216, 77)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 5)","[(254, 38), (250, 26), (25, 137), (216, 77)]",0111 - I,1000 - I
,4.0,"(0, 1, 5, 6)","[(254, 38), (250, 26), (216, 77), (158, 194)]",0110 - B,1001 - B
,4.0,"(0, 1, 5, 7)","[(254, 38), (250, 26), (216, 77), (157, 230)]",0111 - I,1000 - I
,4.0,"(0, 1, 6, 7)","[(254, 38), (250, 26), (158, 194), (157, 230)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(254, 38), (216, 77), (158, 194), (157, 230)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
