PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(250, 166)",2.0,"(0, 1)","[(250, 166), (228, 5)]",01 - B,10 - B
"(228, 5)",2.0,"(0, 6)","[(250, 166), (183, 208)]",00 - M,11 - M
"(65, 35)",2.0,"(0, 7)","[(250, 166), (147, 244)]",01 - B,10 - B
"(5, 22)",2.0,"(1, 2)","[(228, 5), (65, 35)]",10 - B,01 - B
"(84, 124)",2.0,"(1, 3)","[(228, 5), (5, 22)]",11 - M,00 - M
"(160, 152)",2.0,"(2, 3)","[(65, 35), (5, 22)]",01 - B,10 - B
"(183, 208)",2.0,"(3, 4)","[(5, 22), (84, 124)]",10 - B,01 - B
"(147, 244)",2.0,"(3, 7)","[(5, 22), (147, 244)]",11 - M,00 - M
,2.0,"(4, 7)","[(84, 124), (147, 244)]",01 - B,10 - B
,2.0,"(6, 7)","[(183, 208), (147, 244)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(250, 166), (228, 5), (65, 35)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(250, 166), (228, 5), (160, 152)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(250, 166), (228, 5), (183, 208)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(250, 166), (183, 208), (147, 244)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(228, 5), (65, 35), (5, 22)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(65, 35), (5, 22), (84, 124)]",010 - I,101 - I
,3.0,"(3, 4, 7)","[(5, 22), (84, 124), (147, 244)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(84, 124), (183, 208), (147, 244)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(160, 152), (183, 208), (147, 244)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(250, 166), (228, 5), (65, 35), (5, 22)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(250, 166), (228, 5), (65, 35), (160, 152)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(250, 166), (228, 5), (160, 152), (183, 208)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(250, 166), (228, 5), (183, 208), (147, 244)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(250, 166), (160, 152), (183, 208), (147, 244)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
