PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(131, 52)",2.0,"(0, 1)","[(131, 52), (91, 30)]",01 - B,10 - B
"(91, 30)",2.0,"(0, 7)","[(131, 52), (195, 118)]",01 - B,10 - B
"(58, 21)",2.0,"(1, 2)","[(91, 30), (58, 21)]",10 - B,01 - B
"(71, 55)",2.0,"(2, 3)","[(58, 21), (71, 55)]",01 - B,10 - B
"(46, 235)",2.0,"(2, 4)","[(58, 21), (46, 235)]",00 - M,11 - M
"(153, 135)",2.0,"(3, 4)","[(71, 55), (46, 235)]",10 - B,01 - B
"(150, 106)",2.0,"(4, 5)","[(46, 235), (153, 135)]",01 - B,10 - B
"(195, 118)",2.0,"(4, 7)","[(46, 235), (195, 118)]",01 - B,10 - B
,2.0,"(5, 7)","[(153, 135), (195, 118)]",11 - M,00 - M
,2.0,"(6, 7)","[(150, 106), (195, 118)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(131, 52), (91, 30), (58, 21)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(131, 52), (91, 30), (195, 118)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(131, 52), (150, 106), (195, 118)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(91, 30), (58, 21), (71, 55)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(58, 21), (71, 55), (46, 235)]",010 - I,101 - I
,3.0,"(3, 4, 5)","[(71, 55), (46, 235), (153, 135)]",101 - I,010 - I
,3.0,"(4, 5, 6)","[(46, 235), (153, 135), (150, 106)]",010 - I,101 - I
,3.0,"(4, 5, 7)","[(46, 235), (153, 135), (195, 118)]",011 - I,100 - I
,3.0,"(5, 6, 7)","[(153, 135), (150, 106), (195, 118)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(131, 52), (91, 30), (58, 21), (71, 55)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 7)","[(131, 52), (91, 30), (58, 21), (195, 118)]",0101 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(131, 52), (91, 30), (150, 106), (195, 118)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(131, 52), (153, 135), (150, 106), (195, 118)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
