PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,01010110,10101001,10101100
"(84, 183)",2.0,"(0, 1)","[(84, 183), (145, 194)]",01 - B,01 - B,10 - B,10 - B
"(145, 194)",2.0,"(0, 6)","[(84, 183), (55, 118)]",01 - B,01 - B,10 - B,10 - B
"(242, 173)",2.0,"(0, 7)","[(84, 183), (13, 62)]",01 - B,00 - M,11 - M,10 - B
"(162, 170)",2.0,"(1, 2)","[(145, 194), (242, 173)]",10 - B,10 - B,01 - B,01 - B
"(124, 158)",2.0,"(2, 3)","[(242, 173), (162, 170)]",01 - B,01 - B,10 - B,10 - B
"(113, 124)",2.0,"(2, 5)","[(242, 173), (113, 124)]",00 - M,01 - B,10 - B,11 - M
"(55, 118)",2.0,"(2, 7)","[(242, 173), (13, 62)]",01 - B,00 - M,11 - M,10 - B
"(13, 62)",2.0,"(5, 7)","[(113, 124), (13, 62)]",01 - B,10 - B,01 - B,10 - B
,2.0,"(6, 7)","[(55, 118), (13, 62)]",11 - M,10 - B,01 - B,00 - M
,3.0,"(0, 1, 2)","[(84, 183), (145, 194), (242, 173)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 3)","[(84, 183), (145, 194), (162, 170)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 1, 4)","[(84, 183), (145, 194), (124, 158)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 6)","[(84, 183), (145, 194), (55, 118)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 6, 7)","[(84, 183), (55, 118), (13, 62)]",011 - I,010 - I,101 - I,100 - I
,3.0,"(1, 2, 3)","[(145, 194), (242, 173), (162, 170)]",101 - I,101 - I,010 - I,010 - I
,3.0,"(2, 3, 5)","[(242, 173), (162, 170), (113, 124)]",010 - I,011 - I,100 - I,101 - I
,3.0,"(2, 5, 7)","[(242, 173), (113, 124), (13, 62)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(5, 6, 7)","[(113, 124), (55, 118), (13, 62)]",011 - I,110 - I,001 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(84, 183), (145, 194), (242, 173), (162, 170)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(84, 183), (145, 194), (162, 170), (124, 158)]",0110 - B,0110 - B,1001 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(84, 183), (145, 194), (124, 158), (55, 118)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(84, 183), (145, 194), (55, 118), (13, 62)]",0111 - I,0110 - B,1001 - B,1000 - I
,4.0,"(0, 4, 6, 7)","[(84, 183), (124, 158), (55, 118), (13, 62)]",0011 - B,0010 - I,1101 - I,1100 - B
,4.0,"(0, 5, 6, 7)","[(84, 183), (113, 124), (55, 118), (13, 62)]",0011 - B,0110 - B,1001 - B,1100 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
