PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(22, 201)",2.0,"(0, 1)","[(22, 201), (233, 173)]",01 - B,10 - B
"(233, 173)",2.0,"(0, 3)","[(22, 201), (47, 163)]",01 - B,10 - B
"(104, 126)",2.0,"(0, 7)","[(22, 201), (30, 55)]",01 - B,10 - B
"(47, 163)",2.0,"(1, 2)","[(233, 173), (104, 126)]",10 - B,01 - B
"(61, 134)",2.0,"(1, 7)","[(233, 173), (30, 55)]",11 - M,00 - M
"(48, 124)",2.0,"(2, 7)","[(104, 126), (30, 55)]",01 - B,10 - B
"(43, 113)",2.0,"(6, 7)","[(43, 113), (30, 55)]",01 - B,10 - B
"(30, 55)",3.0,"(0, 1, 2)","[(22, 201), (233, 173), (104, 126)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(22, 201), (233, 173), (47, 163)]",011 - I,100 - I
,3.0,"(0, 3, 4)","[(22, 201), (47, 163), (61, 134)]",010 - I,101 - I
,3.0,"(0, 3, 5)","[(22, 201), (47, 163), (48, 124)]",011 - I,100 - I
,3.0,"(0, 3, 6)","[(22, 201), (47, 163), (43, 113)]",010 - I,101 - I
,3.0,"(0, 3, 7)","[(22, 201), (47, 163), (30, 55)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(22, 201), (43, 113), (30, 55)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(233, 173), (104, 126), (47, 163)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(233, 173), (104, 126), (61, 134)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(233, 173), (104, 126), (30, 55)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(104, 126), (43, 113), (30, 55)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(48, 124), (43, 113), (30, 55)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(22, 201), (233, 173), (104, 126), (47, 163)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(22, 201), (233, 173), (47, 163), (61, 134)]",0110 - B,1001 - B
,4.0,"(0, 3, 4, 5)","[(22, 201), (47, 163), (61, 134), (48, 124)]",0101 - B,1010 - B
,4.0,"(0, 3, 5, 6)","[(22, 201), (47, 163), (48, 124), (43, 113)]",0110 - B,1001 - B
,4.0,"(0, 3, 6, 7)","[(22, 201), (47, 163), (43, 113), (30, 55)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(22, 201), (48, 124), (43, 113), (30, 55)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
