PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(50, 230)",2.0,"(0, 1)","[(50, 230), (224, 166)]",01 - B,10 - B
"(224, 166)",2.0,"(0, 4)","[(50, 230), (128, 160)]",00 - M,11 - M
"(179, 138)",2.0,"(0, 5)","[(50, 230), (109, 150)]",01 - B,10 - B
"(152, 153)",2.0,"(0, 6)","[(50, 230), (85, 126)]",01 - B,10 - B
"(128, 160)",2.0,"(0, 7)","[(50, 230), (31, 25)]",00 - M,11 - M
"(109, 150)",2.0,"(1, 2)","[(224, 166), (179, 138)]",10 - B,01 - B
"(85, 126)",2.0,"(1, 7)","[(224, 166), (31, 25)]",10 - B,01 - B
"(31, 25)",2.0,"(2, 7)","[(179, 138), (31, 25)]",00 - M,11 - M
,2.0,"(6, 7)","[(85, 126), (31, 25)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(50, 230), (224, 166), (179, 138)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(50, 230), (224, 166), (152, 153)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(50, 230), (224, 166), (128, 160)]",010 - I,101 - I
,3.0,"(0, 4, 5)","[(50, 230), (128, 160), (109, 150)]",001 - I,110 - I
,3.0,"(0, 5, 6)","[(50, 230), (109, 150), (85, 126)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(50, 230), (85, 126), (31, 25)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(224, 166), (179, 138), (152, 153)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(224, 166), (179, 138), (31, 25)]",100 - I,011 - I
,3.0,"(2, 6, 7)","[(179, 138), (85, 126), (31, 25)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(109, 150), (85, 126), (31, 25)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(50, 230), (224, 166), (179, 138), (152, 153)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(50, 230), (224, 166), (152, 153), (128, 160)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 5)","[(50, 230), (224, 166), (128, 160), (109, 150)]",0101 - B,1010 - B
,4.0,"(0, 3, 4, 5)","[(50, 230), (152, 153), (128, 160), (109, 150)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(50, 230), (128, 160), (109, 150), (85, 126)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(50, 230), (109, 150), (85, 126), (31, 25)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
