PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01100101,10011010
"(228, 27)",2.0,"(0, 1)","[(228, 27), (2, 137)]",01 - B,10 - B
"(2, 137)",2.0,"(0, 5)","[(228, 27), (215, 80)]",01 - B,10 - B
"(50, 224)",2.0,"(0, 7)","[(228, 27), (254, 126)]",01 - B,10 - B
"(52, 240)",2.0,"(1, 2)","[(2, 137), (50, 224)]",11 - M,00 - M
"(178, 102)",2.0,"(1, 3)","[(2, 137), (52, 240)]",10 - B,01 - B
"(215, 80)",2.0,"(2, 3)","[(50, 224), (52, 240)]",10 - B,01 - B
"(207, 140)",2.0,"(3, 7)","[(52, 240), (254, 126)]",01 - B,10 - B
"(254, 126)",2.0,"(6, 7)","[(207, 140), (254, 126)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(228, 27), (2, 137), (50, 224)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(228, 27), (2, 137), (178, 102)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(228, 27), (2, 137), (215, 80)]",011 - I,100 - I
,3.0,"(0, 4, 5)","[(228, 27), (178, 102), (215, 80)]",001 - I,110 - I
,3.0,"(0, 5, 7)","[(228, 27), (215, 80), (254, 126)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(228, 27), (207, 140), (254, 126)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(2, 137), (50, 224), (52, 240)]",110 - I,001 - I
,3.0,"(2, 3, 6)","[(50, 224), (52, 240), (207, 140)]",100 - I,011 - I
,3.0,"(2, 3, 7)","[(50, 224), (52, 240), (254, 126)]",101 - I,010 - I
,3.0,"(3, 6, 7)","[(52, 240), (207, 140), (254, 126)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(215, 80), (207, 140), (254, 126)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(228, 27), (2, 137), (50, 224), (52, 240)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 4)","[(228, 27), (2, 137), (50, 224), (178, 102)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 5)","[(228, 27), (2, 137), (178, 102), (215, 80)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 7)","[(228, 27), (178, 102), (215, 80), (254, 126)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(228, 27), (215, 80), (207, 140), (254, 126)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
