PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(73, 145)",2.0,"(0, 1)","[(73, 145), (180, 215)]",01 - B,10 - B
"(180, 215)",2.0,"(0, 6)","[(73, 145), (100, 142)]",01 - B,10 - B
"(185, 204)",2.0,"(0, 7)","[(73, 145), (42, 40)]",00 - M,11 - M
"(212, 184)",2.0,"(1, 2)","[(180, 215), (185, 204)]",10 - B,01 - B
"(168, 158)",2.0,"(1, 3)","[(180, 215), (212, 184)]",11 - M,00 - M
"(149, 151)",2.0,"(2, 3)","[(185, 204), (212, 184)]",01 - B,10 - B
"(100, 142)",2.0,"(3, 4)","[(212, 184), (168, 158)]",10 - B,01 - B
"(42, 40)",2.0,"(3, 7)","[(212, 184), (42, 40)]",10 - B,01 - B
,2.0,"(4, 7)","[(168, 158), (42, 40)]",00 - M,11 - M
,2.0,"(5, 7)","[(149, 151), (42, 40)]",10 - B,01 - B
,2.0,"(6, 7)","[(100, 142), (42, 40)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(73, 145), (180, 215), (185, 204)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(73, 145), (180, 215), (100, 142)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(73, 145), (100, 142), (42, 40)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(180, 215), (185, 204), (212, 184)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(185, 204), (212, 184), (168, 158)]",010 - I,101 - I
,3.0,"(3, 4, 5)","[(212, 184), (168, 158), (149, 151)]",101 - I,010 - I
,3.0,"(3, 4, 7)","[(212, 184), (168, 158), (42, 40)]",100 - I,011 - I
,3.0,"(4, 5, 7)","[(168, 158), (149, 151), (42, 40)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(149, 151), (100, 142), (42, 40)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(73, 145), (180, 215), (185, 204), (212, 184)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(73, 145), (180, 215), (185, 204), (100, 142)]",0101 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(73, 145), (180, 215), (100, 142), (42, 40)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(73, 145), (149, 151), (100, 142), (42, 40)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
