PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(163, 30)",2.0,"(0, 1)","[(163, 30), (74, 25)]",01 - B,10 - B
"(74, 25)",2.0,"(0, 4)","[(163, 30), (147, 114)]",00 - M,11 - M
"(68, 231)",2.0,"(0, 7)","[(163, 30), (188, 219)]",01 - B,10 - B
"(112, 157)",2.0,"(1, 2)","[(74, 25), (68, 231)]",10 - B,01 - B
"(147, 114)",2.0,"(2, 3)","[(68, 231), (112, 157)]",01 - B,10 - B
"(141, 197)",2.0,"(2, 5)","[(68, 231), (141, 197)]",00 - M,11 - M
"(152, 184)",2.0,"(2, 7)","[(68, 231), (188, 219)]",01 - B,10 - B
"(188, 219)",2.0,"(5, 7)","[(141, 197), (188, 219)]",01 - B,10 - B
,2.0,"(6, 7)","[(152, 184), (188, 219)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(163, 30), (74, 25), (68, 231)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(163, 30), (74, 25), (112, 157)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(163, 30), (74, 25), (147, 114)]",010 - I,101 - I
,3.0,"(0, 4, 7)","[(163, 30), (147, 114), (188, 219)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(163, 30), (152, 184), (188, 219)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(74, 25), (68, 231), (112, 157)]",101 - I,010 - I
,3.0,"(2, 3, 5)","[(68, 231), (112, 157), (141, 197)]",010 - I,101 - I
,3.0,"(2, 5, 7)","[(68, 231), (141, 197), (188, 219)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(141, 197), (152, 184), (188, 219)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(163, 30), (74, 25), (68, 231), (112, 157)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(163, 30), (74, 25), (112, 157), (147, 114)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(163, 30), (74, 25), (147, 114), (152, 184)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 7)","[(163, 30), (74, 25), (147, 114), (188, 219)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(163, 30), (147, 114), (152, 184), (188, 219)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(163, 30), (141, 197), (152, 184), (188, 219)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
