PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01011001,10100110
"(86, 184)",2.0,"(0, 1)","[(86, 184), (123, 179)]",01 - B,10 - B
"(123, 179)",2.0,"(0, 4)","[(86, 184), (85, 176)]",01 - B,10 - B
"(254, 63)",2.0,"(0, 7)","[(86, 184), (1, 111)]",01 - B,10 - B
"(186, 96)",2.0,"(1, 2)","[(123, 179), (254, 63)]",10 - B,01 - B
"(85, 176)",2.0,"(2, 3)","[(254, 63), (186, 96)]",01 - B,10 - B
"(59, 136)",2.0,"(2, 7)","[(254, 63), (1, 111)]",01 - B,10 - B
"(36, 135)",2.0,"(6, 7)","[(36, 135), (1, 111)]",01 - B,10 - B
"(1, 111)",3.0,"(0, 1, 2)","[(86, 184), (123, 179), (254, 63)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(86, 184), (123, 179), (85, 176)]",011 - I,100 - I
,3.0,"(0, 4, 6)","[(86, 184), (85, 176), (36, 135)]",010 - I,101 - I
,3.0,"(0, 4, 7)","[(86, 184), (85, 176), (1, 111)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(86, 184), (36, 135), (1, 111)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(123, 179), (254, 63), (186, 96)]",101 - I,010 - I
,3.0,"(2, 3, 5)","[(254, 63), (186, 96), (59, 136)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(254, 63), (186, 96), (1, 111)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(254, 63), (36, 135), (1, 111)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(59, 136), (36, 135), (1, 111)]",001 - I,110 - I
,4.0,"(0, 1, 2, 3)","[(86, 184), (123, 179), (254, 63), (186, 96)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(86, 184), (123, 179), (254, 63), (85, 176)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(86, 184), (123, 179), (186, 96), (85, 176)]",0111 - I,1000 - I
,4.0,"(0, 1, 4, 5)","[(86, 184), (123, 179), (85, 176), (59, 136)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(86, 184), (123, 179), (85, 176), (36, 135)]",0110 - B,1001 - B
,4.0,"(0, 4, 6, 7)","[(86, 184), (85, 176), (36, 135), (1, 111)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(86, 184), (59, 136), (36, 135), (1, 111)]",0001 - I,1110 - I
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
