PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(255, 106)",2.0,"(0, 1)","[(255, 106), (36, 12)]",01 - B,10 - B
"(36, 12)",2.0,"(0, 5)","[(255, 106), (223, 121)]",01 - B,10 - B
"(1, 102)",2.0,"(0, 7)","[(255, 106), (103, 243)]",01 - B,10 - B
"(27, 120)",2.0,"(1, 2)","[(36, 12), (1, 102)]",10 - B,01 - B
"(49, 130)",2.0,"(2, 3)","[(1, 102), (27, 120)]",01 - B,10 - B
"(223, 121)",2.0,"(2, 7)","[(1, 102), (103, 243)]",01 - B,10 - B
"(110, 223)",2.0,"(6, 7)","[(110, 223), (103, 243)]",01 - B,10 - B
"(103, 243)",3.0,"(0, 1, 2)","[(255, 106), (36, 12), (1, 102)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(255, 106), (36, 12), (223, 121)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(255, 106), (223, 121), (110, 223)]",010 - I,101 - I
,3.0,"(0, 5, 7)","[(255, 106), (223, 121), (103, 243)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(255, 106), (110, 223), (103, 243)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(36, 12), (1, 102), (27, 120)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(1, 102), (27, 120), (49, 130)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(1, 102), (27, 120), (103, 243)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(1, 102), (110, 223), (103, 243)]",001 - I,110 - I
,3.0,"(3, 6, 7)","[(27, 120), (110, 223), (103, 243)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(49, 130), (110, 223), (103, 243)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(223, 121), (110, 223), (103, 243)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(255, 106), (36, 12), (1, 102), (27, 120)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(255, 106), (36, 12), (1, 102), (223, 121)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(255, 106), (36, 12), (49, 130), (223, 121)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(255, 106), (36, 12), (223, 121), (110, 223)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(255, 106), (223, 121), (110, 223), (103, 243)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
