PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(216, 59)",2.0,"(0, 1)","[(216, 59), (39, 75)]",01 - B,10 - B
"(39, 75)",2.0,"(0, 4)","[(216, 59), (150, 104)]",00 - M,11 - M
"(83, 133)",2.0,"(0, 6)","[(216, 59), (155, 112)]",01 - B,10 - B
"(127, 111)",2.0,"(0, 7)","[(216, 59), (88, 197)]",01 - B,10 - B
"(150, 104)",2.0,"(1, 2)","[(39, 75), (83, 133)]",10 - B,01 - B
"(79, 169)",2.0,"(1, 5)","[(39, 75), (79, 169)]",10 - B,01 - B
"(155, 112)",2.0,"(1, 7)","[(39, 75), (88, 197)]",11 - M,00 - M
"(88, 197)",2.0,"(5, 7)","[(79, 169), (88, 197)]",01 - B,10 - B
,2.0,"(6, 7)","[(155, 112), (88, 197)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(216, 59), (39, 75), (83, 133)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(216, 59), (39, 75), (127, 111)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(216, 59), (39, 75), (150, 104)]",010 - I,101 - I
,3.0,"(0, 4, 6)","[(216, 59), (150, 104), (155, 112)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(216, 59), (155, 112), (88, 197)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(39, 75), (83, 133), (127, 111)]",101 - I,010 - I
,3.0,"(1, 2, 5)","[(39, 75), (83, 133), (79, 169)]",100 - I,011 - I
,3.0,"(1, 5, 7)","[(39, 75), (79, 169), (88, 197)]",101 - I,010 - I
,3.0,"(2, 5, 7)","[(83, 133), (79, 169), (88, 197)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(79, 169), (155, 112), (88, 197)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(216, 59), (39, 75), (83, 133), (127, 111)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(216, 59), (39, 75), (127, 111), (150, 104)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(216, 59), (39, 75), (150, 104), (155, 112)]",0101 - B,1010 - B
,4.0,"(0, 3, 4, 6)","[(216, 59), (127, 111), (150, 104), (155, 112)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(216, 59), (150, 104), (155, 112), (88, 197)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(216, 59), (79, 169), (155, 112), (88, 197)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
