PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,00110101,11001010
"(244, 196)",2.0,"(0, 1)","[(244, 196), (208, 93)]",00 - M,11 - M
"(208, 93)",2.0,"(0, 2)","[(244, 196), (170, 99)]",01 - B,10 - B
"(170, 99)",2.0,"(0, 5)","[(244, 196), (137, 100)]",01 - B,10 - B
"(159, 92)",2.0,"(0, 6)","[(244, 196), (87, 96)]",00 - M,11 - M
"(125, 82)",2.0,"(0, 7)","[(244, 196), (12, 60)]",01 - B,10 - B
"(137, 100)",2.0,"(1, 2)","[(208, 93), (170, 99)]",01 - B,10 - B
"(87, 96)",2.0,"(1, 3)","[(208, 93), (159, 92)]",01 - B,10 - B
"(12, 60)",2.0,"(1, 4)","[(208, 93), (125, 82)]",00 - M,11 - M
,2.0,"(1, 7)","[(208, 93), (12, 60)]",01 - B,10 - B
,2.0,"(4, 7)","[(125, 82), (12, 60)]",01 - B,10 - B
,2.0,"(6, 7)","[(87, 96), (12, 60)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(244, 196), (208, 93), (170, 99)]",001 - I,110 - I
,3.0,"(0, 2, 5)","[(244, 196), (170, 99), (137, 100)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(244, 196), (137, 100), (87, 96)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(244, 196), (87, 96), (12, 60)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(208, 93), (170, 99), (159, 92)]",011 - I,100 - I
,3.0,"(1, 3, 4)","[(208, 93), (159, 92), (125, 82)]",010 - I,101 - I
,3.0,"(1, 4, 7)","[(208, 93), (125, 82), (12, 60)]",001 - I,110 - I
,3.0,"(3, 4, 7)","[(159, 92), (125, 82), (12, 60)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(125, 82), (87, 96), (12, 60)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(137, 100), (87, 96), (12, 60)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(244, 196), (208, 93), (170, 99), (159, 92)]",0011 - B,1100 - B
,4.0,"(0, 1, 2, 5)","[(244, 196), (208, 93), (170, 99), (137, 100)]",0011 - B,1100 - B
,4.0,"(0, 2, 5, 6)","[(244, 196), (170, 99), (137, 100), (87, 96)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(244, 196), (137, 100), (87, 96), (12, 60)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
