PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(201, 52)",2.0,"(0, 1)","[(201, 52), (2, 2)]",01 - B,10 - B
"(2, 2)",2.0,"(0, 6)","[(201, 52), (236, 186)]",00 - M,11 - M
"(42, 254)",2.0,"(0, 7)","[(201, 52), (253, 212)]",01 - B,10 - B
"(75, 221)",2.0,"(1, 2)","[(2, 2), (42, 254)]",10 - B,01 - B
"(111, 216)",2.0,"(2, 3)","[(42, 254), (75, 221)]",01 - B,10 - B
"(110, 227)",2.0,"(2, 5)","[(42, 254), (110, 227)]",01 - B,10 - B
"(236, 186)",2.0,"(2, 7)","[(42, 254), (253, 212)]",01 - B,10 - B
"(253, 212)",2.0,"(6, 7)","[(236, 186), (253, 212)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(201, 52), (2, 2), (42, 254)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(201, 52), (2, 2), (75, 221)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(201, 52), (2, 2), (236, 186)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(201, 52), (236, 186), (253, 212)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(2, 2), (42, 254), (75, 221)]",101 - I,010 - I
,3.0,"(2, 3, 5)","[(42, 254), (75, 221), (110, 227)]",011 - I,100 - I
,3.0,"(2, 5, 7)","[(42, 254), (110, 227), (253, 212)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(42, 254), (236, 186), (253, 212)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(110, 227), (236, 186), (253, 212)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(201, 52), (2, 2), (42, 254), (75, 221)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(201, 52), (2, 2), (75, 221), (111, 216)]",0110 - B,1001 - B
,4.0,"(0, 1, 3, 6)","[(201, 52), (2, 2), (75, 221), (236, 186)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(201, 52), (2, 2), (111, 216), (236, 186)]",0100 - I,1011 - I
,4.0,"(0, 1, 6, 7)","[(201, 52), (2, 2), (236, 186), (253, 212)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(201, 52), (111, 216), (236, 186), (253, 212)]",0001 - I,1110 - I
,4.0,"(0, 5, 6, 7)","[(201, 52), (110, 227), (236, 186), (253, 212)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
