PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001101,01010101,10101010,10110010
"(55, 236)",2.0,"(0, 1)","[(55, 236), (250, 203)]",01 - B,01 - B,10 - B,10 - B
"(250, 203)",2.0,"(0, 4)","[(55, 236), (69, 211)]",01 - B,00 - M,11 - M,10 - B
"(237, 196)",2.0,"(0, 5)","[(55, 236), (59, 192)]",01 - B,01 - B,10 - B,10 - B
"(183, 197)",2.0,"(0, 7)","[(55, 236), (5, 20)]",01 - B,01 - B,10 - B,10 - B
"(69, 211)",2.0,"(1, 2)","[(250, 203), (237, 196)]",10 - B,10 - B,01 - B,01 - B
"(59, 192)",2.0,"(1, 7)","[(250, 203), (5, 20)]",11 - M,11 - M,00 - M,00 - M
"(54, 156)",2.0,"(2, 7)","[(237, 196), (5, 20)]",01 - B,01 - B,10 - B,10 - B
"(5, 20)",2.0,"(6, 7)","[(54, 156), (5, 20)]",01 - B,01 - B,10 - B,10 - B
,3.0,"(0, 1, 2)","[(55, 236), (250, 203), (237, 196)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 4)","[(55, 236), (250, 203), (69, 211)]",011 - I,010 - I,101 - I,100 - I
,3.0,"(0, 4, 5)","[(55, 236), (69, 211), (59, 192)]",011 - I,001 - I,110 - I,100 - I
,3.0,"(0, 5, 7)","[(55, 236), (59, 192), (5, 20)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 6, 7)","[(55, 236), (54, 156), (5, 20)]",001 - I,001 - I,110 - I,110 - I
,3.0,"(1, 2, 3)","[(250, 203), (237, 196), (183, 197)]",100 - I,101 - I,010 - I,011 - I
,3.0,"(1, 2, 7)","[(250, 203), (237, 196), (5, 20)]",101 - I,101 - I,010 - I,010 - I
,3.0,"(2, 6, 7)","[(237, 196), (54, 156), (5, 20)]",001 - I,001 - I,110 - I,110 - I
,3.0,"(5, 6, 7)","[(59, 192), (54, 156), (5, 20)]",101 - I,101 - I,010 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(55, 236), (250, 203), (237, 196), (183, 197)]",0100 - I,0101 - B,1010 - B,1011 - I
,4.0,"(0, 1, 2, 4)","[(55, 236), (250, 203), (237, 196), (69, 211)]",0101 - B,0100 - I,1011 - I,1010 - B
,4.0,"(0, 1, 3, 4)","[(55, 236), (250, 203), (183, 197), (69, 211)]",0101 - B,0110 - B,1001 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(55, 236), (250, 203), (69, 211), (59, 192)]",0111 - I,0101 - B,1010 - B,1000 - I
,4.0,"(0, 3, 4, 5)","[(55, 236), (183, 197), (69, 211), (59, 192)]",0011 - B,0101 - B,1010 - B,1100 - B
,4.0,"(0, 4, 5, 6)","[(55, 236), (69, 211), (59, 192), (54, 156)]",0110 - B,0010 - I,1101 - I,1001 - B
,4.0,"(0, 4, 5, 7)","[(55, 236), (69, 211), (59, 192), (5, 20)]",0111 - I,0011 - B,1100 - B,1000 - I
,4.0,"(0, 5, 6, 7)","[(55, 236), (59, 192), (54, 156), (5, 20)]",0101 - B,0101 - B,1010 - B,1010 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
