PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001101,01011001,10100110,10110010
"(137, 35)",2.0,"(0, 1)","[(137, 35), (62, 53)]",01 - B,01 - B,10 - B,10 - B
"(62, 53)",2.0,"(0, 7)","[(137, 35), (201, 205)]",01 - B,01 - B,10 - B,10 - B
"(55, 221)",2.0,"(1, 2)","[(62, 53), (55, 221)]",10 - B,10 - B,01 - B,01 - B
"(94, 184)",2.0,"(2, 3)","[(55, 221), (94, 184)]",00 - M,01 - B,10 - B,11 - M
"(115, 152)",2.0,"(2, 5)","[(55, 221), (124, 206)]",01 - B,00 - M,11 - M,10 - B
"(124, 206)",2.0,"(2, 7)","[(55, 221), (201, 205)]",01 - B,01 - B,10 - B,10 - B
"(144, 162)",2.0,"(5, 7)","[(124, 206), (201, 205)]",11 - M,01 - B,10 - B,00 - M
"(201, 205)",2.0,"(6, 7)","[(144, 162), (201, 205)]",01 - B,01 - B,10 - B,10 - B
,3.0,"(0, 1, 2)","[(137, 35), (62, 53), (55, 221)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 4)","[(137, 35), (62, 53), (115, 152)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 1, 6)","[(137, 35), (62, 53), (144, 162)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 7)","[(137, 35), (62, 53), (201, 205)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 6, 7)","[(137, 35), (144, 162), (201, 205)]",001 - I,001 - I,110 - I,110 - I
,3.0,"(1, 2, 3)","[(62, 53), (55, 221), (94, 184)]",100 - I,101 - I,010 - I,011 - I
,3.0,"(2, 3, 5)","[(55, 221), (94, 184), (124, 206)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(2, 5, 7)","[(55, 221), (124, 206), (201, 205)]",011 - I,001 - I,110 - I,100 - I
,3.0,"(5, 6, 7)","[(124, 206), (144, 162), (201, 205)]",101 - I,001 - I,110 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(137, 35), (62, 53), (55, 221), (94, 184)]",0100 - I,0101 - B,1010 - B,1011 - I
,4.0,"(0, 1, 2, 4)","[(137, 35), (62, 53), (55, 221), (115, 152)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(137, 35), (62, 53), (94, 184), (115, 152)]",0101 - B,0111 - I,1000 - I,1010 - B
,4.0,"(0, 1, 4, 6)","[(137, 35), (62, 53), (115, 152), (144, 162)]",0110 - B,0110 - B,1001 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(137, 35), (62, 53), (144, 162), (201, 205)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(137, 35), (115, 152), (144, 162), (201, 205)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(137, 35), (124, 206), (144, 162), (201, 205)]",0101 - B,0001 - I,1110 - I,1010 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
