PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(13, 56)",2.0,"(0, 1)","[(13, 56), (102, 248)]",01 - B,10 - B
"(102, 248)",2.0,"(0, 3)","[(13, 56), (107, 160)]",01 - B,10 - B
"(110, 172)",2.0,"(0, 5)","[(13, 56), (202, 66)]",01 - B,10 - B
"(107, 160)",2.0,"(0, 6)","[(13, 56), (224, 50)]",00 - M,11 - M
"(208, 82)",2.0,"(0, 7)","[(13, 56), (243, 42)]",01 - B,10 - B
"(202, 66)",2.0,"(1, 2)","[(102, 248), (110, 172)]",10 - B,01 - B
"(224, 50)",2.0,"(1, 4)","[(102, 248), (208, 82)]",10 - B,01 - B
"(243, 42)",2.0,"(1, 7)","[(102, 248), (243, 42)]",11 - M,00 - M
,2.0,"(4, 7)","[(208, 82), (243, 42)]",01 - B,10 - B
,2.0,"(6, 7)","[(224, 50), (243, 42)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(13, 56), (102, 248), (110, 172)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(13, 56), (102, 248), (107, 160)]",011 - I,100 - I
,3.0,"(0, 2, 3)","[(13, 56), (110, 172), (107, 160)]",001 - I,110 - I
,3.0,"(0, 3, 5)","[(13, 56), (107, 160), (202, 66)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(13, 56), (202, 66), (224, 50)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(13, 56), (224, 50), (243, 42)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(102, 248), (110, 172), (107, 160)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(102, 248), (110, 172), (208, 82)]",100 - I,011 - I
,3.0,"(1, 4, 7)","[(102, 248), (208, 82), (243, 42)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(208, 82), (224, 50), (243, 42)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(202, 66), (224, 50), (243, 42)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(13, 56), (102, 248), (110, 172), (107, 160)]",0101 - B,1010 - B
,4.0,"(0, 2, 3, 5)","[(13, 56), (110, 172), (107, 160), (202, 66)]",0011 - B,1100 - B
,4.0,"(0, 3, 5, 6)","[(13, 56), (107, 160), (202, 66), (224, 50)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(13, 56), (202, 66), (224, 50), (243, 42)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
