PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(39, 7)",2.0,"(0, 1)","[(39, 7), (75, 166)]",01 - B,10 - B
"(75, 166)",2.0,"(0, 6)","[(39, 7), (160, 27)]",01 - B,10 - B
"(119, 249)",2.0,"(0, 7)","[(39, 7), (216, 24)]",01 - B,10 - B
"(117, 195)",2.0,"(1, 2)","[(75, 166), (119, 249)]",10 - B,01 - B
"(125, 129)",2.0,"(2, 3)","[(119, 249), (117, 195)]",01 - B,10 - B
"(154, 116)",2.0,"(2, 7)","[(119, 249), (216, 24)]",01 - B,10 - B
"(160, 27)",2.0,"(5, 7)","[(154, 116), (216, 24)]",01 - B,10 - B
"(216, 24)",2.0,"(6, 7)","[(160, 27), (216, 24)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(39, 7), (75, 166), (119, 249)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(39, 7), (75, 166), (117, 195)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(39, 7), (75, 166), (125, 129)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(39, 7), (75, 166), (160, 27)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(39, 7), (160, 27), (216, 24)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(75, 166), (119, 249), (117, 195)]",101 - I,010 - I
,3.0,"(2, 3, 5)","[(119, 249), (117, 195), (154, 116)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(119, 249), (117, 195), (216, 24)]",011 - I,100 - I
,3.0,"(2, 5, 7)","[(119, 249), (154, 116), (216, 24)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(154, 116), (160, 27), (216, 24)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(39, 7), (75, 166), (119, 249), (117, 195)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(39, 7), (75, 166), (117, 195), (125, 129)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(39, 7), (75, 166), (125, 129), (160, 27)]",0101 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(39, 7), (75, 166), (160, 27), (216, 24)]",0111 - I,1000 - I
,4.0,"(0, 4, 6, 7)","[(39, 7), (125, 129), (160, 27), (216, 24)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(39, 7), (154, 116), (160, 27), (216, 24)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
