PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,00110101,11001010
"(51, 242)",2.0,"(0, 1)","[(51, 242), (163, 196)]",00 - M,11 - M
"(163, 196)",2.0,"(0, 2)","[(51, 242), (109, 210)]",01 - B,10 - B
"(109, 210)",2.0,"(0, 6)","[(51, 242), (136, 143)]",00 - M,11 - M
"(158, 173)",2.0,"(0, 7)","[(51, 242), (204, 14)]",01 - B,10 - B
"(149, 155)",2.0,"(1, 2)","[(163, 196), (109, 210)]",01 - B,10 - B
"(139, 161)",2.0,"(1, 3)","[(163, 196), (158, 173)]",01 - B,10 - B
"(136, 143)",2.0,"(1, 7)","[(163, 196), (204, 14)]",01 - B,10 - B
"(204, 14)",2.0,"(3, 7)","[(158, 173), (204, 14)]",11 - M,00 - M
,2.0,"(4, 7)","[(149, 155), (204, 14)]",01 - B,10 - B
,2.0,"(6, 7)","[(136, 143), (204, 14)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(51, 242), (163, 196), (109, 210)]",001 - I,110 - I
,3.0,"(0, 2, 5)","[(51, 242), (109, 210), (139, 161)]",011 - I,100 - I
,3.0,"(0, 2, 6)","[(51, 242), (109, 210), (136, 143)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(51, 242), (136, 143), (204, 14)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(163, 196), (109, 210), (158, 173)]",011 - I,100 - I
,3.0,"(1, 3, 4)","[(163, 196), (158, 173), (149, 155)]",010 - I,101 - I
,3.0,"(1, 3, 7)","[(163, 196), (158, 173), (204, 14)]",011 - I,100 - I
,3.0,"(3, 4, 7)","[(158, 173), (149, 155), (204, 14)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(149, 155), (136, 143), (204, 14)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(139, 161), (136, 143), (204, 14)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(51, 242), (163, 196), (109, 210), (158, 173)]",0011 - B,1100 - B
,4.0,"(0, 1, 2, 5)","[(51, 242), (163, 196), (109, 210), (139, 161)]",0011 - B,1100 - B
,4.0,"(0, 2, 5, 6)","[(51, 242), (109, 210), (139, 161), (136, 143)]",0110 - B,1001 - B
,4.0,"(0, 2, 6, 7)","[(51, 242), (109, 210), (136, 143), (204, 14)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(51, 242), (139, 161), (136, 143), (204, 14)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
