PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(32, 35)",2.0,"(0, 1)","[(32, 35), (67, 94)]",01 - B,10 - B
"(67, 94)",2.0,"(0, 6)","[(32, 35), (160, 45)]",00 - M,11 - M
"(223, 233)",2.0,"(0, 7)","[(32, 35), (222, 23)]",01 - B,10 - B
"(174, 169)",2.0,"(1, 2)","[(67, 94), (223, 233)]",10 - B,01 - B
"(176, 145)",2.0,"(2, 3)","[(223, 233), (174, 169)]",01 - B,10 - B
"(188, 144)",2.0,"(2, 5)","[(223, 233), (188, 144)]",01 - B,10 - B
"(160, 45)",2.0,"(2, 7)","[(223, 233), (222, 23)]",01 - B,10 - B
"(222, 23)",2.0,"(6, 7)","[(160, 45), (222, 23)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(32, 35), (67, 94), (223, 233)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(32, 35), (67, 94), (174, 169)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(32, 35), (67, 94), (160, 45)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(32, 35), (160, 45), (222, 23)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(67, 94), (223, 233), (174, 169)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(223, 233), (174, 169), (176, 145)]",010 - I,101 - I
,3.0,"(2, 3, 5)","[(223, 233), (174, 169), (188, 144)]",011 - I,100 - I
,3.0,"(2, 5, 7)","[(223, 233), (188, 144), (222, 23)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(223, 233), (160, 45), (222, 23)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(188, 144), (160, 45), (222, 23)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(32, 35), (67, 94), (223, 233), (174, 169)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(32, 35), (67, 94), (174, 169), (176, 145)]",0110 - B,1001 - B
,4.0,"(0, 1, 3, 6)","[(32, 35), (67, 94), (174, 169), (160, 45)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(32, 35), (67, 94), (176, 145), (160, 45)]",0100 - I,1011 - I
,4.0,"(0, 1, 6, 7)","[(32, 35), (67, 94), (160, 45), (222, 23)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(32, 35), (188, 144), (160, 45), (222, 23)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
