PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(196, 193)",2.0,"(0, 1)","[(196, 193), (231, 63)]",01 - B,10 - B
"(231, 63)",2.0,"(0, 3)","[(196, 193), (172, 144)]",01 - B,10 - B
"(166, 118)",2.0,"(0, 6)","[(196, 193), (159, 149)]",01 - B,10 - B
"(172, 144)",2.0,"(0, 7)","[(196, 193), (24, 62)]",00 - M,11 - M
"(133, 87)",2.0,"(1, 2)","[(231, 63), (166, 118)]",10 - B,01 - B
"(129, 95)",2.0,"(1, 4)","[(231, 63), (133, 87)]",10 - B,01 - B
"(159, 149)",2.0,"(1, 7)","[(231, 63), (24, 62)]",10 - B,01 - B
"(24, 62)",2.0,"(4, 7)","[(133, 87), (24, 62)]",00 - M,11 - M
,2.0,"(5, 7)","[(129, 95), (24, 62)]",10 - B,01 - B
,2.0,"(6, 7)","[(159, 149), (24, 62)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(196, 193), (231, 63), (166, 118)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(196, 193), (231, 63), (172, 144)]",011 - I,100 - I
,3.0,"(0, 3, 6)","[(196, 193), (172, 144), (159, 149)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(196, 193), (159, 149), (24, 62)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(231, 63), (166, 118), (172, 144)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(231, 63), (166, 118), (133, 87)]",100 - I,011 - I
,3.0,"(1, 4, 5)","[(231, 63), (133, 87), (129, 95)]",101 - I,010 - I
,3.0,"(1, 4, 7)","[(231, 63), (133, 87), (24, 62)]",100 - I,011 - I
,3.0,"(4, 5, 7)","[(133, 87), (129, 95), (24, 62)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(129, 95), (159, 149), (24, 62)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(196, 193), (231, 63), (166, 118), (172, 144)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 6)","[(196, 193), (231, 63), (172, 144), (159, 149)]",0111 - I,1000 - I
,4.0,"(0, 2, 3, 6)","[(196, 193), (166, 118), (172, 144), (159, 149)]",0011 - B,1100 - B
,4.0,"(0, 3, 6, 7)","[(196, 193), (172, 144), (159, 149), (24, 62)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(196, 193), (129, 95), (159, 149), (24, 62)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
