PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(184, 172)",2.0,"(0, 1)","[(184, 172), (211, 93)]",01 - B,10 - B
"(211, 93)",2.0,"(0, 3)","[(184, 172), (162, 108)]",01 - B,10 - B
"(164, 102)",2.0,"(0, 5)","[(184, 172), (135, 112)]",01 - B,10 - B
"(162, 108)",2.0,"(0, 6)","[(184, 172), (81, 98)]",00 - M,11 - M
"(127, 92)",2.0,"(0, 7)","[(184, 172), (45, 83)]",01 - B,10 - B
"(135, 112)",2.0,"(1, 2)","[(211, 93), (164, 102)]",10 - B,01 - B
"(81, 98)",2.0,"(1, 4)","[(211, 93), (127, 92)]",10 - B,01 - B
"(45, 83)",2.0,"(1, 7)","[(211, 93), (45, 83)]",11 - M,00 - M
,2.0,"(4, 7)","[(127, 92), (45, 83)]",01 - B,10 - B
,2.0,"(6, 7)","[(81, 98), (45, 83)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(184, 172), (211, 93), (164, 102)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(184, 172), (211, 93), (162, 108)]",011 - I,100 - I
,3.0,"(0, 3, 5)","[(184, 172), (162, 108), (135, 112)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(184, 172), (135, 112), (81, 98)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(184, 172), (81, 98), (45, 83)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(211, 93), (164, 102), (162, 108)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(211, 93), (164, 102), (127, 92)]",100 - I,011 - I
,3.0,"(1, 4, 7)","[(211, 93), (127, 92), (45, 83)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(127, 92), (81, 98), (45, 83)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(135, 112), (81, 98), (45, 83)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(184, 172), (211, 93), (164, 102), (162, 108)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 5)","[(184, 172), (211, 93), (162, 108), (135, 112)]",0111 - I,1000 - I
,4.0,"(0, 2, 3, 5)","[(184, 172), (164, 102), (162, 108), (135, 112)]",0011 - B,1100 - B
,4.0,"(0, 3, 5, 6)","[(184, 172), (162, 108), (135, 112), (81, 98)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(184, 172), (135, 112), (81, 98), (45, 83)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
