PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(254, 55)",2.0,"(0, 1)","[(254, 55), (2, 78)]",01 - B,10 - B
"(2, 78)",2.0,"(0, 3)","[(254, 55), (192, 72)]",01 - B,10 - B
"(107, 81)",2.0,"(0, 6)","[(254, 55), (195, 100)]",01 - B,10 - B
"(192, 72)",2.0,"(0, 7)","[(254, 55), (113, 201)]",00 - M,11 - M
"(67, 139)",2.0,"(1, 2)","[(2, 78), (107, 81)]",10 - B,01 - B
"(104, 136)",2.0,"(1, 4)","[(2, 78), (67, 139)]",10 - B,01 - B
"(195, 100)",2.0,"(1, 7)","[(2, 78), (113, 201)]",10 - B,01 - B
"(113, 201)",2.0,"(4, 7)","[(67, 139), (113, 201)]",00 - M,11 - M
,2.0,"(5, 7)","[(104, 136), (113, 201)]",10 - B,01 - B
,2.0,"(6, 7)","[(195, 100), (113, 201)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(254, 55), (2, 78), (107, 81)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(254, 55), (2, 78), (192, 72)]",011 - I,100 - I
,3.0,"(0, 2, 3)","[(254, 55), (107, 81), (192, 72)]",001 - I,110 - I
,3.0,"(0, 3, 6)","[(254, 55), (192, 72), (195, 100)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(254, 55), (195, 100), (113, 201)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(2, 78), (107, 81), (192, 72)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(2, 78), (107, 81), (67, 139)]",100 - I,011 - I
,3.0,"(1, 4, 5)","[(2, 78), (67, 139), (104, 136)]",101 - I,010 - I
,3.0,"(1, 4, 7)","[(2, 78), (67, 139), (113, 201)]",100 - I,011 - I
,3.0,"(4, 5, 7)","[(67, 139), (104, 136), (113, 201)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(104, 136), (195, 100), (113, 201)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(254, 55), (2, 78), (107, 81), (192, 72)]",0101 - B,1010 - B
,4.0,"(0, 2, 3, 6)","[(254, 55), (107, 81), (192, 72), (195, 100)]",0011 - B,1100 - B
,4.0,"(0, 3, 6, 7)","[(254, 55), (192, 72), (195, 100), (113, 201)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(254, 55), (104, 136), (195, 100), (113, 201)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
