PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(251, 226)",2.0,"(0, 1)","[(251, 226), (235, 10)]",01 - B,10 - B
"(235, 10)",2.0,"(0, 7)","[(251, 226), (165, 245)]",01 - B,10 - B
"(19, 187)",2.0,"(1, 2)","[(235, 10), (19, 187)]",10 - B,01 - B
"(114, 206)",2.0,"(2, 3)","[(19, 187), (114, 206)]",01 - B,10 - B
"(166, 220)",2.0,"(2, 6)","[(19, 187), (131, 229)]",00 - M,11 - M
"(141, 223)",2.0,"(2, 7)","[(19, 187), (165, 245)]",01 - B,10 - B
"(131, 229)",2.0,"(6, 7)","[(131, 229), (165, 245)]",01 - B,10 - B
"(165, 245)",3.0,"(0, 1, 2)","[(251, 226), (235, 10), (19, 187)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(251, 226), (235, 10), (114, 206)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(251, 226), (235, 10), (166, 220)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(251, 226), (235, 10), (165, 245)]",011 - I,100 - I
,3.0,"(0, 4, 7)","[(251, 226), (166, 220), (165, 245)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(251, 226), (131, 229), (165, 245)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(235, 10), (19, 187), (114, 206)]",101 - I,010 - I
,3.0,"(2, 3, 6)","[(19, 187), (114, 206), (131, 229)]",010 - I,101 - I
,3.0,"(2, 6, 7)","[(19, 187), (131, 229), (165, 245)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(141, 223), (131, 229), (165, 245)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(251, 226), (235, 10), (19, 187), (114, 206)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(251, 226), (235, 10), (114, 206), (166, 220)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 5)","[(251, 226), (235, 10), (166, 220), (141, 223)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 7)","[(251, 226), (235, 10), (166, 220), (165, 245)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 7)","[(251, 226), (166, 220), (141, 223), (165, 245)]",0011 - B,1100 - B
,4.0,"(0, 4, 6, 7)","[(251, 226), (166, 220), (131, 229), (165, 245)]",0001 - I,1110 - I
,4.0,"(0, 5, 6, 7)","[(251, 226), (141, 223), (131, 229), (165, 245)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
