PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(42, 180)",2.0,"(0, 1)","[(42, 180), (114, 213)]",01 - B,10 - B
"(114, 213)",2.0,"(0, 6)","[(42, 180), (69, 160)]",00 - M,11 - M
"(238, 222)",2.0,"(0, 7)","[(42, 180), (17, 33)]",01 - B,10 - B
"(168, 175)",2.0,"(1, 2)","[(114, 213), (238, 222)]",10 - B,01 - B
"(143, 168)",2.0,"(2, 3)","[(238, 222), (168, 175)]",01 - B,10 - B
"(106, 169)",2.0,"(2, 7)","[(238, 222), (17, 33)]",01 - B,10 - B
"(69, 160)",2.0,"(3, 7)","[(168, 175), (17, 33)]",11 - M,00 - M
"(17, 33)",2.0,"(4, 7)","[(143, 168), (17, 33)]",01 - B,10 - B
,2.0,"(6, 7)","[(69, 160), (17, 33)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(42, 180), (114, 213), (238, 222)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(42, 180), (114, 213), (69, 160)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(42, 180), (69, 160), (17, 33)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(114, 213), (238, 222), (168, 175)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(238, 222), (168, 175), (143, 168)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(238, 222), (168, 175), (17, 33)]",011 - I,100 - I
,3.0,"(3, 4, 7)","[(168, 175), (143, 168), (17, 33)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(143, 168), (69, 160), (17, 33)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(106, 169), (69, 160), (17, 33)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(42, 180), (114, 213), (238, 222), (168, 175)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(42, 180), (114, 213), (238, 222), (106, 169)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(42, 180), (114, 213), (238, 222), (69, 160)]",0100 - I,1011 - I
,4.0,"(0, 1, 5, 6)","[(42, 180), (114, 213), (106, 169), (69, 160)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(42, 180), (114, 213), (69, 160), (17, 33)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(42, 180), (106, 169), (69, 160), (17, 33)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
