PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(13, 72)",2.0,"(0, 1)","[(13, 72), (198, 250)]",01 - B,10 - B
"(198, 250)",2.0,"(0, 3)","[(13, 72), (165, 181)]",01 - B,10 - B
"(190, 213)",2.0,"(0, 6)","[(13, 72), (134, 90)]",01 - B,10 - B
"(165, 181)",2.0,"(0, 7)","[(13, 72), (243, 5)]",00 - M,11 - M
"(197, 127)",2.0,"(1, 2)","[(198, 250), (190, 213)]",10 - B,01 - B
"(207, 120)",2.0,"(1, 7)","[(198, 250), (243, 5)]",10 - B,01 - B
"(134, 90)",2.0,"(5, 7)","[(207, 120), (243, 5)]",10 - B,01 - B
"(243, 5)",2.0,"(6, 7)","[(134, 90), (243, 5)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(13, 72), (198, 250), (190, 213)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(13, 72), (198, 250), (165, 181)]",011 - I,100 - I
,3.0,"(0, 3, 6)","[(13, 72), (165, 181), (134, 90)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(13, 72), (134, 90), (243, 5)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(198, 250), (190, 213), (165, 181)]",101 - I,010 - I
,3.0,"(1, 2, 5)","[(198, 250), (190, 213), (207, 120)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(198, 250), (190, 213), (243, 5)]",100 - I,011 - I
,3.0,"(1, 5, 7)","[(198, 250), (207, 120), (243, 5)]",110 - I,001 - I
,3.0,"(4, 5, 7)","[(197, 127), (207, 120), (243, 5)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(207, 120), (134, 90), (243, 5)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(13, 72), (198, 250), (190, 213), (165, 181)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 6)","[(13, 72), (198, 250), (165, 181), (134, 90)]",0111 - I,1000 - I
,4.0,"(0, 2, 3, 6)","[(13, 72), (190, 213), (165, 181), (134, 90)]",0011 - B,1100 - B
,4.0,"(0, 3, 4, 6)","[(13, 72), (165, 181), (197, 127), (134, 90)]",0101 - B,1010 - B
,4.0,"(0, 3, 6, 7)","[(13, 72), (165, 181), (134, 90), (243, 5)]",0110 - B,1001 - B
,4.0,"(0, 4, 6, 7)","[(13, 72), (197, 127), (134, 90), (243, 5)]",0010 - I,1101 - I
,4.0,"(0, 5, 6, 7)","[(13, 72), (207, 120), (134, 90), (243, 5)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
