PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(28, 45)",2.0,"(0, 1)","[(28, 45), (53, 103)]",01 - B,10 - B
"(53, 103)",2.0,"(0, 6)","[(28, 45), (163, 31)]",00 - M,11 - M
"(188, 238)",2.0,"(0, 7)","[(28, 45), (221, 3)]",01 - B,10 - B
"(187, 127)",2.0,"(1, 2)","[(53, 103), (188, 238)]",10 - B,01 - B
"(193, 122)",2.0,"(2, 3)","[(188, 238), (187, 127)]",01 - B,10 - B
"(177, 97)",2.0,"(2, 4)","[(188, 238), (193, 122)]",00 - M,11 - M
"(163, 31)",2.0,"(2, 7)","[(188, 238), (221, 3)]",01 - B,10 - B
"(221, 3)",2.0,"(4, 7)","[(193, 122), (221, 3)]",01 - B,10 - B
,2.0,"(6, 7)","[(163, 31), (221, 3)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(28, 45), (53, 103), (188, 238)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(28, 45), (53, 103), (163, 31)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(28, 45), (163, 31), (221, 3)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(53, 103), (188, 238), (187, 127)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(188, 238), (187, 127), (193, 122)]",010 - I,101 - I
,3.0,"(2, 4, 7)","[(188, 238), (193, 122), (221, 3)]",001 - I,110 - I
,3.0,"(3, 4, 7)","[(187, 127), (193, 122), (221, 3)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(193, 122), (163, 31), (221, 3)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(177, 97), (163, 31), (221, 3)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(28, 45), (53, 103), (188, 238), (187, 127)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(28, 45), (53, 103), (188, 238), (177, 97)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(28, 45), (53, 103), (188, 238), (163, 31)]",0100 - I,1011 - I
,4.0,"(0, 1, 5, 6)","[(28, 45), (53, 103), (177, 97), (163, 31)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(28, 45), (53, 103), (163, 31), (221, 3)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(28, 45), (177, 97), (163, 31), (221, 3)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
