PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(106, 112)",2.0,"(0, 1)","[(106, 112), (20, 229)]",01 - B,10 - B
"(20, 229)",2.0,"(0, 7)","[(106, 112), (236, 20)]",01 - B,10 - B
"(182, 235)",2.0,"(1, 2)","[(20, 229), (182, 235)]",10 - B,01 - B
"(201, 130)",2.0,"(2, 3)","[(182, 235), (201, 130)]",01 - B,10 - B
"(208, 121)",2.0,"(2, 4)","[(182, 235), (208, 121)]",00 - M,11 - M
"(197, 107)",2.0,"(2, 7)","[(182, 235), (236, 20)]",01 - B,10 - B
"(199, 59)",2.0,"(4, 7)","[(208, 121), (236, 20)]",01 - B,10 - B
"(236, 20)",2.0,"(6, 7)","[(199, 59), (236, 20)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(106, 112), (20, 229), (182, 235)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(106, 112), (20, 229), (199, 59)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(106, 112), (20, 229), (236, 20)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(106, 112), (199, 59), (236, 20)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(20, 229), (182, 235), (201, 130)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(182, 235), (201, 130), (208, 121)]",010 - I,101 - I
,3.0,"(2, 4, 7)","[(182, 235), (208, 121), (236, 20)]",001 - I,110 - I
,3.0,"(3, 4, 7)","[(201, 130), (208, 121), (236, 20)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(208, 121), (199, 59), (236, 20)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(197, 107), (199, 59), (236, 20)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(106, 112), (20, 229), (182, 235), (201, 130)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(106, 112), (20, 229), (182, 235), (197, 107)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(106, 112), (20, 229), (182, 235), (199, 59)]",0100 - I,1011 - I
,4.0,"(0, 1, 5, 6)","[(106, 112), (20, 229), (197, 107), (199, 59)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(106, 112), (20, 229), (199, 59), (236, 20)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(106, 112), (197, 107), (199, 59), (236, 20)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
