PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(11, 194)",2.0,"(0, 1)","[(11, 194), (51, 224)]",01 - B,10 - B
"(51, 224)",2.0,"(0, 5)","[(11, 194), (32, 156)]",01 - B,10 - B
"(244, 167)",2.0,"(0, 7)","[(11, 194), (62, 32)]",01 - B,10 - B
"(135, 173)",2.0,"(1, 2)","[(51, 224), (244, 167)]",10 - B,01 - B
"(38, 166)",2.0,"(2, 3)","[(244, 167), (135, 173)]",01 - B,10 - B
"(32, 156)",2.0,"(2, 7)","[(244, 167), (62, 32)]",01 - B,10 - B
"(52, 109)",2.0,"(6, 7)","[(52, 109), (62, 32)]",01 - B,10 - B
"(62, 32)",3.0,"(0, 1, 2)","[(11, 194), (51, 224), (244, 167)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(11, 194), (51, 224), (135, 173)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(11, 194), (51, 224), (38, 166)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(11, 194), (51, 224), (32, 156)]",011 - I,100 - I
,3.0,"(0, 4, 5)","[(11, 194), (38, 166), (32, 156)]",001 - I,110 - I
,3.0,"(0, 5, 7)","[(11, 194), (32, 156), (62, 32)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(11, 194), (52, 109), (62, 32)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(51, 224), (244, 167), (135, 173)]",101 - I,010 - I
,3.0,"(2, 3, 7)","[(244, 167), (135, 173), (62, 32)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(244, 167), (52, 109), (62, 32)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(32, 156), (52, 109), (62, 32)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(11, 194), (51, 224), (244, 167), (135, 173)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(11, 194), (51, 224), (135, 173), (38, 166)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 5)","[(11, 194), (51, 224), (38, 166), (32, 156)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(11, 194), (38, 166), (32, 156), (52, 109)]",0010 - I,1101 - I
,4.0,"(0, 4, 5, 7)","[(11, 194), (38, 166), (32, 156), (62, 32)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(11, 194), (32, 156), (52, 109), (62, 32)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
