PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01100101,10011010
"(178, 20)",2.0,"(0, 1)","[(178, 20), (18, 94)]",01 - B,10 - B
"(18, 94)",2.0,"(0, 6)","[(178, 20), (223, 135)]",00 - M,11 - M
"(50, 122)",2.0,"(0, 7)","[(178, 20), (238, 151)]",01 - B,10 - B
"(131, 236)",2.0,"(1, 2)","[(18, 94), (50, 122)]",11 - M,00 - M
"(155, 164)",2.0,"(1, 3)","[(18, 94), (131, 236)]",10 - B,01 - B
"(191, 161)",2.0,"(2, 3)","[(50, 122), (131, 236)]",10 - B,01 - B
"(223, 135)",2.0,"(3, 4)","[(131, 236), (155, 164)]",00 - M,11 - M
"(238, 151)",2.0,"(3, 5)","[(131, 236), (191, 161)]",01 - B,10 - B
,2.0,"(3, 7)","[(131, 236), (238, 151)]",01 - B,10 - B
,2.0,"(6, 7)","[(223, 135), (238, 151)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(178, 20), (18, 94), (50, 122)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(178, 20), (18, 94), (223, 135)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(178, 20), (223, 135), (238, 151)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(18, 94), (50, 122), (131, 236)]",110 - I,001 - I
,3.0,"(2, 3, 4)","[(50, 122), (131, 236), (155, 164)]",100 - I,011 - I
,3.0,"(3, 4, 5)","[(131, 236), (155, 164), (191, 161)]",001 - I,110 - I
,3.0,"(3, 5, 7)","[(131, 236), (191, 161), (238, 151)]",011 - I,100 - I
,3.0,"(3, 6, 7)","[(131, 236), (223, 135), (238, 151)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(191, 161), (223, 135), (238, 151)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(178, 20), (18, 94), (50, 122), (131, 236)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 4)","[(178, 20), (18, 94), (50, 122), (155, 164)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 6)","[(178, 20), (18, 94), (50, 122), (223, 135)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(178, 20), (18, 94), (223, 135), (238, 151)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(178, 20), (191, 161), (223, 135), (238, 151)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
