PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(2, 25)",2.0,"(0, 1)","[(2, 25), (75, 106)]",01 - B,10 - B
"(75, 106)",2.0,"(0, 5)","[(2, 25), (77, 72)]",01 - B,10 - B
"(216, 234)",2.0,"(0, 6)","[(2, 25), (98, 50)]",00 - M,11 - M
"(215, 218)",2.0,"(0, 7)","[(2, 25), (253, 71)]",01 - B,10 - B
"(154, 157)",2.0,"(1, 2)","[(75, 106), (216, 234)]",10 - B,01 - B
"(77, 72)",2.0,"(2, 3)","[(216, 234), (215, 218)]",01 - B,10 - B
"(98, 50)",2.0,"(2, 7)","[(216, 234), (253, 71)]",01 - B,10 - B
"(253, 71)",2.0,"(3, 7)","[(215, 218), (253, 71)]",11 - M,00 - M
,2.0,"(6, 7)","[(98, 50), (253, 71)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(2, 25), (75, 106), (216, 234)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(2, 25), (75, 106), (77, 72)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(2, 25), (77, 72), (98, 50)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(2, 25), (98, 50), (253, 71)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(75, 106), (216, 234), (215, 218)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(216, 234), (215, 218), (154, 157)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(216, 234), (215, 218), (253, 71)]",011 - I,100 - I
,3.0,"(3, 6, 7)","[(215, 218), (98, 50), (253, 71)]",101 - I,010 - I
,3.0,"(5, 6, 7)","[(77, 72), (98, 50), (253, 71)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(2, 25), (75, 106), (216, 234), (215, 218)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(2, 25), (75, 106), (216, 234), (154, 157)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 5)","[(2, 25), (75, 106), (216, 234), (77, 72)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(2, 25), (75, 106), (154, 157), (77, 72)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(2, 25), (75, 106), (77, 72), (98, 50)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(2, 25), (77, 72), (98, 50), (253, 71)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
