PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,01011001,10100110,10101100
"(55, 226)",2.0,"(0, 1)","[(55, 226), (120, 246)]",01 - B,01 - B,10 - B,10 - B
"(120, 246)",2.0,"(0, 6)","[(55, 226), (41, 124)]",01 - B,00 - M,11 - M,10 - B
"(254, 154)",2.0,"(0, 7)","[(55, 226), (2, 21)]",01 - B,01 - B,10 - B,10 - B
"(189, 161)",2.0,"(1, 2)","[(120, 246), (254, 154)]",10 - B,10 - B,01 - B,01 - B
"(109, 188)",2.0,"(2, 3)","[(254, 154), (189, 161)]",01 - B,01 - B,10 - B,10 - B
"(114, 121)",2.0,"(2, 7)","[(254, 154), (2, 21)]",01 - B,01 - B,10 - B,10 - B
"(41, 124)",2.0,"(5, 7)","[(114, 121), (2, 21)]",01 - B,01 - B,10 - B,10 - B
"(2, 21)",2.0,"(6, 7)","[(41, 124), (2, 21)]",11 - M,01 - B,10 - B,00 - M
,3.0,"(0, 1, 2)","[(55, 226), (120, 246), (254, 154)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 4)","[(55, 226), (120, 246), (109, 188)]",010 - I,011 - I,100 - I,101 - I
,3.0,"(0, 1, 6)","[(55, 226), (120, 246), (41, 124)]",011 - I,010 - I,101 - I,100 - I
,3.0,"(0, 6, 7)","[(55, 226), (41, 124), (2, 21)]",011 - I,001 - I,110 - I,100 - I
,3.0,"(1, 2, 3)","[(120, 246), (254, 154), (189, 161)]",101 - I,101 - I,010 - I,010 - I
,3.0,"(2, 3, 5)","[(254, 154), (189, 161), (114, 121)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(2, 3, 7)","[(254, 154), (189, 161), (2, 21)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(2, 5, 7)","[(254, 154), (114, 121), (2, 21)]",001 - I,001 - I,110 - I,110 - I
,3.0,"(5, 6, 7)","[(114, 121), (41, 124), (2, 21)]",011 - I,001 - I,110 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(55, 226), (120, 246), (254, 154), (189, 161)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(55, 226), (120, 246), (254, 154), (109, 188)]",0100 - I,0101 - B,1010 - B,1011 - I
,4.0,"(0, 1, 3, 4)","[(55, 226), (120, 246), (189, 161), (109, 188)]",0110 - B,0111 - I,1000 - I,1001 - B
,4.0,"(0, 1, 4, 6)","[(55, 226), (120, 246), (109, 188), (41, 124)]",0101 - B,0110 - B,1001 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(55, 226), (120, 246), (41, 124), (2, 21)]",0111 - I,0101 - B,1010 - B,1000 - I
,4.0,"(0, 4, 6, 7)","[(55, 226), (109, 188), (41, 124), (2, 21)]",0011 - B,0101 - B,1010 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(55, 226), (114, 121), (41, 124), (2, 21)]",0011 - B,0001 - I,1110 - I,1100 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
