PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01100011,10011100
"(100, 227)",2.0,"(0, 1)","[(100, 227), (158, 213)]",01 - B,10 - B
"(158, 213)",2.0,"(0, 4)","[(100, 227), (87, 167)]",00 - M,11 - M
"(191, 125)",2.0,"(0, 6)","[(100, 227), (52, 130)]",01 - B,10 - B
"(244, 28)",2.0,"(0, 7)","[(100, 227), (12, 74)]",01 - B,10 - B
"(87, 167)",2.0,"(1, 2)","[(158, 213), (191, 125)]",11 - M,00 - M
"(49, 94)",2.0,"(1, 3)","[(158, 213), (244, 28)]",10 - B,01 - B
"(52, 130)",2.0,"(2, 3)","[(191, 125), (244, 28)]",10 - B,01 - B
"(12, 74)",2.0,"(3, 7)","[(244, 28), (12, 74)]",01 - B,10 - B
,2.0,"(5, 7)","[(49, 94), (12, 74)]",01 - B,10 - B
,2.0,"(6, 7)","[(52, 130), (12, 74)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(100, 227), (158, 213), (191, 125)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(100, 227), (158, 213), (87, 167)]",010 - I,101 - I
,3.0,"(0, 4, 6)","[(100, 227), (87, 167), (52, 130)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(100, 227), (52, 130), (12, 74)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(158, 213), (191, 125), (244, 28)]",110 - I,001 - I
,3.0,"(2, 3, 5)","[(191, 125), (244, 28), (49, 94)]",100 - I,011 - I
,3.0,"(2, 3, 7)","[(191, 125), (244, 28), (12, 74)]",101 - I,010 - I
,3.0,"(3, 5, 7)","[(244, 28), (49, 94), (12, 74)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(49, 94), (52, 130), (12, 74)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(100, 227), (158, 213), (191, 125), (244, 28)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 4)","[(100, 227), (158, 213), (191, 125), (87, 167)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(100, 227), (158, 213), (87, 167), (52, 130)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(100, 227), (87, 167), (52, 130), (12, 74)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(100, 227), (49, 94), (52, 130), (12, 74)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
