PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001101,10110010
"(252, 89)",2.0,"(0, 1)","[(252, 89), (3, 65)]",01 - B,10 - B
"(3, 65)",2.0,"(0, 4)","[(252, 89), (241, 92)]",01 - B,10 - B
"(73, 80)",2.0,"(0, 7)","[(252, 89), (159, 191)]",01 - B,10 - B
"(56, 90)",2.0,"(1, 2)","[(3, 65), (73, 80)]",10 - B,01 - B
"(241, 92)",2.0,"(1, 3)","[(3, 65), (56, 90)]",10 - B,01 - B
"(196, 118)",2.0,"(1, 7)","[(3, 65), (159, 191)]",11 - M,00 - M
"(227, 105)",2.0,"(3, 7)","[(56, 90), (159, 191)]",01 - B,10 - B
"(159, 191)",2.0,"(5, 7)","[(196, 118), (159, 191)]",11 - M,00 - M
,2.0,"(6, 7)","[(227, 105), (159, 191)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(252, 89), (3, 65), (73, 80)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(252, 89), (3, 65), (241, 92)]",011 - I,100 - I
,3.0,"(0, 4, 6)","[(252, 89), (241, 92), (227, 105)]",010 - I,101 - I
,3.0,"(0, 4, 7)","[(252, 89), (241, 92), (159, 191)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(252, 89), (227, 105), (159, 191)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(3, 65), (73, 80), (56, 90)]",100 - I,011 - I
,3.0,"(1, 3, 7)","[(3, 65), (56, 90), (159, 191)]",101 - I,010 - I
,3.0,"(3, 5, 7)","[(56, 90), (196, 118), (159, 191)]",011 - I,100 - I
,3.0,"(5, 6, 7)","[(196, 118), (227, 105), (159, 191)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(252, 89), (3, 65), (73, 80), (56, 90)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 4)","[(252, 89), (3, 65), (73, 80), (241, 92)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(252, 89), (3, 65), (241, 92), (227, 105)]",0110 - B,1001 - B
,4.0,"(0, 2, 4, 6)","[(252, 89), (73, 80), (241, 92), (227, 105)]",0010 - I,1101 - I
,4.0,"(0, 4, 5, 6)","[(252, 89), (241, 92), (196, 118), (227, 105)]",0110 - B,1001 - B
,4.0,"(0, 4, 6, 7)","[(252, 89), (241, 92), (227, 105), (159, 191)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(252, 89), (196, 118), (227, 105), (159, 191)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
