PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01100101,10011010
"(30, 6)",2.0,"(0, 1)","[(30, 6), (18, 247)]",01 - B,10 - B
"(18, 247)",2.0,"(0, 5)","[(30, 6), (98, 62)]",01 - B,10 - B
"(133, 224)",2.0,"(0, 7)","[(30, 6), (237, 79)]",01 - B,10 - B
"(150, 251)",2.0,"(1, 2)","[(18, 247), (133, 224)]",11 - M,00 - M
"(137, 214)",2.0,"(1, 3)","[(18, 247), (150, 251)]",10 - B,01 - B
"(98, 62)",2.0,"(2, 3)","[(133, 224), (150, 251)]",10 - B,01 - B
"(199, 121)",2.0,"(3, 7)","[(150, 251), (237, 79)]",01 - B,10 - B
"(237, 79)",2.0,"(6, 7)","[(199, 121), (237, 79)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(30, 6), (18, 247), (133, 224)]",011 - I,100 - I
,3.0,"(0, 1, 5)","[(30, 6), (18, 247), (98, 62)]",011 - I,100 - I
,3.0,"(0, 5, 7)","[(30, 6), (98, 62), (237, 79)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(30, 6), (199, 121), (237, 79)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(18, 247), (133, 224), (150, 251)]",110 - I,001 - I
,3.0,"(2, 3, 4)","[(133, 224), (150, 251), (137, 214)]",100 - I,011 - I
,3.0,"(2, 3, 7)","[(133, 224), (150, 251), (237, 79)]",101 - I,010 - I
,3.0,"(3, 6, 7)","[(150, 251), (199, 121), (237, 79)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(98, 62), (199, 121), (237, 79)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(30, 6), (18, 247), (133, 224), (150, 251)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 4)","[(30, 6), (18, 247), (133, 224), (137, 214)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 5)","[(30, 6), (18, 247), (133, 224), (98, 62)]",0111 - I,1000 - I
,4.0,"(0, 1, 4, 5)","[(30, 6), (18, 247), (137, 214), (98, 62)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(30, 6), (18, 247), (98, 62), (199, 121)]",0110 - B,1001 - B
,4.0,"(0, 1, 5, 7)","[(30, 6), (18, 247), (98, 62), (237, 79)]",0111 - I,1000 - I
,4.0,"(0, 5, 6, 7)","[(30, 6), (98, 62), (199, 121), (237, 79)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
